时间(秒),尿酸(uA),抗坏血酸(uA),葡萄糖（mA）,电压(V),接收时间
2.05,15.1976,15.1976,6.5934,0.3758,16:51:43.543
2.1,16.4664,16.4664,6.5934,0.396,16:51:43.913
2.15,17.2551,17.2551,6.5934,0.4105,16:51:44.293
2.2,18.2153,18.2153,6.5934,0.4306,16:51:44.454
2.25,19.244,19.244,6.5934,0.4459,16:51:45.225
2.3,20.4099,20.4099,6.5934,0.4637,16:51:45.225
2.35,21.1987,21.1987,5.7875,0.4806,16:51:45.585
2.4,22.5018,22.5018,5.7875,0.4983,16:51:45.956
2.45,23.8391,23.8391,5.7875,0.516,16:51:46.326
2.5,25.1079,25.1079,5.7875,0.533,16:51:46.687
2.55,26.411,26.411,5.7875,0.5507,16:51:47.058
2.6,27.4398,27.4398,5.7875,0.566,16:51:47.228
2.65,28.4686,28.4686,5.7875,0.5862,16:51:47.588
2.7,29.223,29.223,5.7875,0.6007,16:51:47.958
2.75,29.9431,29.9431,5.7875,0.6208,16:51:48.338
2.8,30.3889,30.3889,5.7875,0.6361,16:51:48.699
2.85,30.9719,30.9719,5.7875,0.6555,16:51:49.060
2.9,31.2462,31.2462,4.9816,0.6708,16:51:49.431
2.95,31.8977,31.8977,4.1758,0.6909,16:51:49.801
3.0,32.3092,32.3092,3.3699,0.7062,16:51:50.161
3.05,33.5438,33.5438,2.564,0.7256,16:51:50.522
3.1,34.2639,34.2639,1.7582,0.7409,16:51:50.892
3.15,35.9785,35.9785,1.7582,0.761,16:51:51.062
3.2,37.0415,37.0415,0.9523,0.7755,16:51:51.433
3.25,37.8303,37.8303,0.9523,0.7957,16:51:51.804
3.3,37.213,37.213,0.9523,0.811,16:51:52.184
3.35,36.4929,36.4929,2.564,0.8287,16:51:52.545
3.4,34.5039,34.5039,3.3699,0.8456,16:51:52.915
3.45,32.515,32.515,4.9816,0.8634,16:51:53.296
3.5,30.6289,30.6289,5.7875,0.8811,16:51:53.456
3.55,29.1887,29.1887,6.5934,0.8956,16:51:53.826
3.6,28.057,28.057,6.5934,0.9158,16:51:54.207
3.65,27.0969,27.0969,5.7875,0.9311,16:51:54.567
3.7,26.2739,26.2739,4.9816,0.9512,16:51:54.937
3.75,25.5537,25.5537,5.7875,0.9657,16:51:55.317
3.8,24.9022,24.9022,5.7875,0.9859,16:51:55.678
3.85,24.3192,24.3192,5.7875,1.0004,16:51:56.039
3.9,23.8048,23.8048,6.5934,0.981,16:51:56.409
3.95,23.3248,23.3248,7.3992,0.9657,16:51:56.780
4.0,22.879,22.879,6.5934,0.9456,16:51:56.940
4.05,22.5018,22.5018,4.9816,0.9311,16:51:57.311
4.1,22.1931,22.1931,4.1758,0.9133,16:51:58.072
4.15,21.8845,21.8845,4.1758,0.8956,16:51:58.072
4.2,21.6102,21.6102,4.1758,0.8779,16:51:58.433
4.25,21.4044,21.4044,4.1758,0.861,16:51:58.803
4.3,21.1644,21.1644,4.9816,0.8432,16:51:59.173
4.35,20.9243,20.9243,5.7875,0.8255,16:51:59.543
4.4,20.6843,20.6843,4.9816,0.811,16:51:59.774
4.45,20.5128,20.5128,4.9816,0.7908,16:52:00.144
4.5,20.3071,20.3071,4.9816,0.7755,16:52:00.514
4.55,20.1356,20.1356,4.9816,0.7554,16:52:00.885
4.6,19.9641,19.9641,4.9816,0.7409,16:52:01.255
4.65,19.827,19.827,4.1758,0.7207,16:52:01.617
4.7,19.4841,19.4841,4.9816,0.7054,16:52:01.778
4.75,18.5582,18.5582,4.1758,0.6861,16:52:02.157
4.8,17.7695,17.7695,4.1758,0.6708,16:52:02.528
4.85,16.192,16.192,4.1758,0.6506,16:52:02.908
4.9,15.0947,15.0947,5.7875,0.6361,16:52:03.288
4.95,13.9973,13.9973,4.9816,0.6184,16:52:03.659
5.0,13.3458,13.3458,5.7875,0.6007,16:52:04.020
5.05,12.4199,12.4199,4.9816,0.5829,16:52:04.390
5.1,12.1456,12.1456,4.9816,0.566,16:52:04.551
5.15,11.2883,11.2883,4.1758,0.5507,16:52:04.982
5.2,10.3967,10.3967,4.1758,0.5305,16:52:05.353
5.25,9.608,9.608,4.1758,0.516,16:52:05.723
5.3,8.3049,8.3049,4.9816,0.4959,16:52:06.083
5.35,7.5162,7.5162,4.1758,0.4806,16:52:06.454
5.4,6.7617,6.7617,4.9816,0.4637,16:52:06.624
5.45,6.0759,6.0759,4.9816,0.4459,16:52:06.989
5.5,5.3901,5.3901,4.9816,0.4306,16:52:07.363
5.55,3.5383,3.5383,6.5934,0.4105,16:52:07.713
5.6,3.4485,3.4485,4.4828,0.396,16:52:08.074
5.65,2.8243,2.8243,3.7457,0.3758,16:52:08.444
5.7,2.6098,2.6098,3.3602,0.3605,16:52:08.815
5.75,2.3236,2.3236,4.3264,0.3436,16:52:09.175
5.8,1.9366,1.9366,4.9728,0.3259,16:52:09.546
5.85,1.5715,1.5715,4.303,0.3105,16:52:09.776
5.9,1.0763,1.0763,2.7206,0.2904,16:52:10.136
5.95,0.6727,0.6727,2.678,0.2759,16:52:10.497
6.0,0.1476,0.1476,2.6471,0.2558,16:52:10.857
6.05,-0.3271,-0.3271,1.5335,0.2404,16:52:11.220
6.1,-0.9048,-0.9048,1.8123,0.2211,16:52:11.590
6.15,-1.4187,-1.4187,2.0155,0.2058,16:52:11.970
6.2,-2.0252,-2.0252,2.1637,0.1856,16:52:12.330
6.25,-2.4677,-2.4677,2.2719,0.1711,16:52:12.500
6.3,-3.3929,-3.3929,2.3508,0.151,16:52:12.877
6.35,-3.7902,-3.7902,2.4084,0.1357,16:52:13.239
6.4,-5.0991,-5.0991,3.5391,0.1155,16:52:13.617
6.45,-5.406,-5.406,3.2756,0.101,16:52:13.996
6.5,-5.8152,-5.8152,4.172,0.0809,16:52:14.356
6.55,-6.2065,-6.2065,4.8261,0.0656,16:52:14.726
6.6,-6.5848,-6.5848,4.215,0.0486,16:52:15.087
6.65,-6.9998,-6.9998,3.769,0.0309,16:52:15.449
6.7,-7.488,-7.488,3.4435,0.0132,16:52:15.829
6.75,-7.9832,-7.9832,4.2944,-0.0045,16:52:15.991
6.8,-8.3447,-8.3447,3.827,-0.0215,16:52:16.352
6.85,-8.7938,-8.7938,3.4858,-0.0392,16:52:16.713
6.9,-9.1215,-9.1215,2.1482,-0.0545,16:52:17.074
6.95,-9.4997,-9.4997,3.3491,-0.0738,16:52:17.436
7.0,-9.822,-9.822,2.0485,-0.0892,16:52:17.798
7.05,-10.2889,-10.2889,2.1878,-0.1093,16:52:18.156
7.1,-10.6296,-10.6296,2.2894,-0.127,16:52:18.527
7.15,-10.971,-10.971,3.4522,-0.144,16:52:18.888
7.2,-11.359,-11.359,3.2122,-0.1617,16:52:19.268
7.25,-11.8276,-11.8276,4.1257,-0.1794,16:52:19.629
7.3,-12.1695,-12.1695,3.7038,-0.1963,16:52:20.000
7.35,-11.6779,-11.6779,3.3959,-0.1842,16:52:20.380
7.4,-10.856,-10.856,3.1712,-0.1689,16:52:20.550
7.45,-9.7002,-9.7002,4.0957,-0.1488,16:52:20.921
7.5,-8.6251,-8.6251,3.6819,-0.1343,16:52:21.351
7.55,-7.4235,-7.4235,3.3799,-0.1141,16:52:21.722
7.6,-6.3149,-6.3149,3.1595,-0.0988,16:52:22.073
7.65,-5.1353,-5.1353,4.0872,-0.0795,16:52:22.444
7.7,-4.228,-4.228,3.6757,-0.0642,16:52:22.814
7.75,-3.2416,-3.2416,3.3754,-0.044,16:52:22.974
7.8,-2.429,-2.429,4.2447,-0.0295,16:52:23.355
7.85,-1.5117,-1.5117,3.7907,-0.0094,16:52:23.725
7.9,-0.7496,-0.7496,3.4593,0.0059,16:52:24.086
7.95,0.872,0.872,3.2174,0.0261,16:52:24.456
8.0,1.3144,1.3144,3.0409,0.0406,16:52:24.829
8.05,1.7762,1.7762,2.9121,0.0583,16:52:25.191
8.1,2.3449,2.3449,3.9066,0.076,16:52:25.550
8.15,2.76,2.76,3.5439,0.0905,16:52:25.721
8.2,3.4334,3.4334,3.2792,0.1107,16:52:26.141
8.25,3.786,3.786,1.9974,0.126,16:52:26.512
8.3,4.0433,4.0433,3.2391,0.1437,16:52:26.882
8.35,4.4164,4.4164,3.0567,0.1607,16:52:27.263
8.4,4.7351,4.7351,2.9236,0.176,16:52:27.483
8.45,5.1529,5.1529,3.915,0.1961,16:52:27.854
8.5,5.4578,5.4578,4.6386,0.2106,16:52:28.215
8.55,6.5605,6.5605,4.0781,0.2308,16:52:28.566
8.6,6.5778,6.5778,4.7576,0.2461,16:52:28.936
8.65,6.6368,6.6368,5.2536,0.263,16:52:29.316
8.7,6.7261,6.7261,5.6155,0.2807,16:52:29.486
8.75,6.884,6.884,4.7911,0.296,16:52:29.858
8.8,7.2771,7.2771,5.278,0.3162,16:52:30.237
8.85,7.4714,7.4714,3.4563,0.3307,16:52:30.598
8.9,7.7521,7.7521,3.2152,0.3484,16:52:30.968
8.95,8.1423,8.1423,4.1279,0.3662,16:52:31.339
9.0,8.6587,8.6587,3.7054,0.3831,16:52:31.709
9.05,9.2209,9.2209,4.4856,0.4008,16:52:32.069
9.1,9.7238,9.7238,3.9665,0.4161,16:52:32.239
9.15,10.4151,10.4151,4.6761,0.4355,16:52:32.610
9.2,11.0123,11.0123,5.1941,0.4508,16:52:32.980
9.25,11.8651,11.8651,6.6606,0.4709,16:52:33.361
9.3,12.6727,12.6727,5.5539,0.4862,16:52:33.731
9.35,13.5864,13.5864,5.8347,0.5056,16:52:34.092
9.4,14.2996,14.2996,4.9511,0.5209,16:52:34.462
9.45,15.5149,15.5149,5.3948,0.541,16:52:34.833
9.5,16.2167,16.2167,4.63,0.5555,16:52:35.193
9.55,17.7015,17.7015,5.1604,0.5757,16:52:35.554
9.6,18.1368,18.1368,5.5476,0.591,16:52:35.724
9.65,18.5934,18.5934,4.7415,0.6087,16:52:36.085
9.7,19.1583,19.1583,5.2418,0.6256,16:52:36.456
9.75,19.7095,19.7095,5.6069,0.6434,16:52:36.826
9.8,20.3897,20.3897,4.7849,0.6611,16:52:37.196
9.85,21.0715,21.0715,5.2735,0.678,16:52:37.558
9.9,21.8933,21.8933,4.5415,0.6958,16:52:37.928
9.95,22.771,22.771,6.1844,0.7135,16:52:38.299
10.0,23.9675,23.9675,4.1178,0.7312,16:52:38.679
10.05,25.1649,25.1649,4.7866,0.7457,16:52:38.840
10.1,25.8999,25.8999,5.2747,0.7659,16:52:39.250
10.15,25.8805,25.8805,5.6309,0.7812,16:52:39.611
10.2,25.5421,25.5421,5.8909,0.8005,16:52:39.982
10.25,25.0635,25.0635,4.9922,0.8158,16:52:40.352
10.3,24.5289,24.5289,5.4247,0.836,16:52:40.713
10.35,23.9998,23.9998,5.7404,0.8505,16:52:41.083
10.4,23.382,23.382,4.8823,0.8706,16:52:41.444
10.45,22.8848,22.8848,5.3446,0.8859,16:52:41.604
10.5,22.3366,22.3366,5.6819,0.9061,16:52:41.975
10.55,21.9829,21.9829,5.9282,0.9206,16:52:42.335
10.6,21.5857,21.5857,6.1079,0.9383,16:52:42.696
10.65,21.2496,21.2496,6.239,0.956,16:52:43.056
10.7,20.9579,20.9579,6.3347,0.973,16:52:43.427
10.75,20.6524,20.6524,6.4046,0.9907,16:52:43.797
10.8,20.3831,20.3831,5.3671,0.9955,16:52:44.157
10.85,20.1865,20.1865,5.6983,0.9754,16:52:44.528
10.9,19.9504,19.9504,4.8516,0.9609,16:52:44.898
10.95,19.7318,19.7318,5.3221,0.9407,16:52:45.129
11.0,19.5259,19.5259,5.6656,0.9254,16:52:45.499
11.05,19.3756,19.3756,4.8277,0.9061,16:52:45.880
11.1,19.2196,19.2196,5.3047,0.8908,16:52:46.250
11.15,19.0595,19.0595,5.6528,0.8706,16:52:46.611
11.2,18.8963,18.8963,4.8184,0.8561,16:52:46.972
11.25,18.8234,18.8234,5.2979,0.836,16:52:47.332
11.3,18.7703,18.7703,5.6479,0.8207,16:52:47.553
11.35,18.5926,18.5926,4.8148,0.8029,16:52:47.923
11.4,18.5092,18.5092,5.2953,0.786,16:52:48.293
11.45,18.4483,18.4483,4.5574,0.7683,16:52:48.665
11.5,18.4039,18.4039,5.1074,0.7505,16:52:49.025
11.55,18.3251,18.3251,5.5089,0.7336,16:52:49.395
11.6,18.2676,18.2676,5.8018,0.7159,16:52:49.765
11.65,18.2257,18.2257,4.9271,0.7006,16:52:49.977
11.7,17.8245,17.8245,5.3773,0.6804,16:52:50.348
11.75,17.3464,17.3464,4.6173,0.6659,16:52:50.718
11.8,16.5806,16.5806,5.1511,0.6458,16:52:51.088
11.85,15.8827,15.8827,4.4522,0.6305,16:52:51.459
11.9,15.0028,15.0028,5.0306,0.6111,16:52:51.829
11.95,14.2217,14.2217,4.3643,0.5958,16:52:52.190
12.0,13.142,13.142,3.8779,0.5757,16:52:52.560
12.05,12.354,12.354,4.6115,0.5604,16:52:52.730
12.1,10.8988,10.8988,5.1469,0.541,16:52:53.091
12.15,10.3,10.3,5.5377,0.5257,16:52:53.461
12.2,9.6313,9.6313,5.8229,0.508,16:52:53.841
12.25,8.9116,8.9116,6.031,0.4911,16:52:54.211
12.3,8.2475,8.2475,6.1829,0.4758,16:52:54.441
12.35,7.4385,7.4385,5.2053,0.4556,16:52:54.821
12.4,6.8017,6.8017,4.4917,0.4411,16:52:55.182
12.45,6.1054,6.1054,3.971,0.4234,16:52:55.543
12.5,5.4582,5.4582,4.6794,0.4056,16:52:55.903
12.55,4.8469,4.8469,4.1079,0.3911,16:52:56.274
12.6,4.0765,4.0765,3.6908,0.371,16:52:56.634
12.65,3.5142,3.5142,3.3864,0.3557,16:52:56.795
12.7,2.6869,2.6869,3.1643,0.3355,16:52:57.165
12.75,2.1295,2.1295,3.0021,0.321,16:52:57.536
12.8,0.7499,0.7499,3.9723,0.3009,16:52:57.906
12.85,0.4378,0.4378,3.5919,0.2856,16:52:58.287
12.9,-0.9943,-0.9943,3.3142,0.2654,16:52:58.648
12.95,-1.1131,-1.1131,4.2001,0.2509,16:52:59.018
13.0,-1.524,-1.524,3.7581,0.2308,16:52:59.389
13.05,-1.8703,-1.8703,3.4355,0.2155,16:52:59.769
13.1,-2.262,-2.262,3.2001,0.1985,16:53:00.130
13.15,-2.7794,-2.7794,3.0283,0.1808,16:53:00.299
13.2,-3.2961,-3.2961,2.9028,0.1631,16:53:00.681
13.25,-3.9047,-3.9047,2.8113,0.1462,16:53:01.040
13.3,-4.4416,-4.4416,3.8331,0.1308,16:53:01.410
13.35,-5.065,-5.065,4.5788,0.1107,16:53:01.781
13.4,-5.659,-5.659,5.123,0.0954,16:53:02.152
13.45,-6.3704,-6.3704,4.4317,0.076,16:53:02.523
13.5,-7.0286,-7.0286,3.9271,0.0607,16:53:02.753
13.55,-7.8333,-7.8333,3.5589,0.0406,16:53:03.124
13.6,-8.4668,-8.4668,3.2901,0.0261,16:53:03.504
13.65,-9.3461,-9.3461,4.1825,0.0059,16:53:03.875
13.7,-9.9879,-9.9879,3.7453,-0.0094,16:53:04.245
13.75,-10.8732,-10.8732,3.4262,-0.0295,16:53:04.625
13.8,-11.5193,-11.5193,1.0162,-0.044,16:53:04.997
13.85,-12.3614,-12.3614,1.4343,-0.0642,16:53:05.177
13.9,-13.0686,-13.0686,1.7395,-0.0795,16:53:05.548
13.95,-14.3723,-14.3723,1.9623,-0.0996,16:53:05.932
14.0,-14.9532,-14.9532,2.1249,-0.1141,16:53:06.303
14.05,-15.794,-15.794,3.332,-0.1343,16:53:06.674
14.1,-16.454,-16.454,4.2131,-0.1496,16:53:07.055
14.15,-17.3989,-17.3989,2.6791,-0.1689,16:53:07.426
14.2,-18.0423,-18.0423,1.5594,-0.1842,16:53:07.607
14.25,-18.0023,-18.0023,1.8308,-0.1939,16:53:07.991
14.3,-17.6025,-17.6025,3.1175,-0.1794,16:53:08.372
14.35,-16.0601,-16.0601,2.968,-0.1593,16:53:08.752
14.4,-15.1659,-15.1659,2.8588,-0.144,16:53:09.132
14.45,-13.17,-13.17,1.6907,-0.1238,16:53:09.513
14.5,-12.2229,-12.2229,0.8381,-0.1093,16:53:09.693
14.55,-10.1883,-10.1883,1.3044,-0.0892,16:53:10.074
14.6,-9.3519,-9.3519,1.6447,-0.0738,16:53:10.455
14.65,-8.4635,-8.4635,1.893,-0.0569,16:53:10.825
14.7,-7.4909,-7.4909,2.0743,-0.0392,16:53:11.216
14.75,-6.5031,-6.5031,2.2066,-0.0215,16:53:11.596
14.8,-5.4579,-5.4579,2.3032,-0.0045,16:53:11.777
14.85,-4.5561,-4.5561,2.3737,0.0132,16:53:12.550
14.9,-3.62,-3.62,2.4251,0.0309,16:53:12.620
14.95,-2.7978,-2.7978,3.5512,0.0486,16:53:12.937
15.0,-1.9662,-1.9662,3.2845,0.0656,16:53:13.317
15.05,-1.2203,-1.2203,2.0013,0.0833,16:53:13.698
15.1,-0.4442,-0.4442,2.1533,0.101,16:53:14.077
15.15,0.1685,0.1685,3.3528,0.1155,16:53:14.255
15.2,0.8472,0.8472,3.1397,0.1357,16:53:14.649
15.25,1.389,1.389,1.8957,0.151,16:53:15.033
15.3,2.8034,2.8034,2.0762,0.1711,16:53:15.416
15.35,3.0946,3.0946,2.208,0.1856,16:53:15.606
15.4,3.3997,3.3997,3.3927,0.2034,16:53:15.987
15.45,3.7614,3.7614,3.1689,0.2211,16:53:16.378
15.5,4.0254,4.0254,4.094,0.2356,16:53:16.779
15.55,4.496,4.496,4.7692,0.2558,16:53:16.952
15.6,4.8394,4.8394,5.262,0.2711,16:53:17.323
15.65,5.2754,5.2754,5.6217,0.2912,16:53:17.713
15.7,5.5472,5.5472,4.7956,0.3057,16:53:18.093
15.75,5.9309,5.9309,3.1042,0.3234,16:53:18.483
15.8,6.4426,6.4426,2.9583,0.3412,16:53:18.884
15.85,6.816,6.816,3.9403,0.3557,16:53:19.074
15.9,7.9223,7.9223,4.6571,0.3758,16:53:19.464
15.95,8.1739,8.1739,5.1802,0.3911,16:53:19.855
16.0,8.5428,8.5428,5.5619,0.4081,16:53:20.245
16.05,8.9973,8.9973,5.8406,0.4258,16:53:20.436
16.1,9.468,9.468,6.0439,0.4435,16:53:20.835
16.15,10.1358,10.1358,6.1924,0.4612,16:53:21.207
16.2,10.7158,10.7158,5.2122,0.4758,16:53:21.577
16.25,11.4634,11.4634,4.4968,0.4959,16:53:21.767
16.3,12.1479,12.1479,3.9746,0.5112,16:53:22.168
16.35,13.0181,13.0181,4.6821,0.5305,16:53:22.579
16.4,13.7459,13.7459,4.1099,0.5459,16:53:22.960
16.45,14.7402,14.7402,4.7808,0.566,16:53:23.360
16.5,15.466,15.466,5.2705,0.5805,16:53:23.540
16.55,16.8757,16.8757,4.5393,0.6007,16:53:23.931
16.6,17.5804,17.5804,4.0057,0.616,16:53:24.330
16.65,18.4189,18.4189,4.7048,0.6361,16:53:24.730
16.7,19.1699,19.1699,5.215,0.6506,16:53:24.921
16.75,19.9033,19.9033,6.6759,0.6684,16:53:25.321
16.8,20.8091,20.8091,6.6536,0.6861,16:53:25.712
16.85,21.7018,21.7018,5.5488,0.703,16:53:26.083
16.9,22.8628,22.8628,4.7424,0.7207,16:53:26.463
16.95,23.9882,23.9882,5.2425,0.736,16:53:26.653
17.0,25.5969,25.5969,5.6074,0.7562,16:53:27.034
17.05,27.188,27.188,5.8738,0.7707,16:53:27.424
17.1,27.747,27.747,6.0682,0.7908,16:53:27.815
17.15,27.5528,27.5528,6.2101,0.8062,16:53:28.195
17.2,27.0406,27.0406,6.3136,0.8255,16:53:28.375
17.25,26.3424,26.3424,6.3892,0.8408,16:53:28.756
17.3,25.6013,25.6013,6.4443,0.861,16:53:29.146
17.35,24.8751,24.8751,6.4846,0.8755,16:53:29.517
17.4,24.1598,24.1598,6.514,0.8956,16:53:29.897
17.45,23.5451,23.5451,6.5354,0.9109,16:53:30.077
17.5,22.9112,22.9112,6.5511,0.9311,16:53:30.858
17.55,22.4022,22.4022,6.5625,0.9456,16:53:30.958
17.6,21.9844,21.9844,6.5708,0.9633,16:53:31.238
17.65,21.5405,21.5405,5.4884,0.981,16:53:31.629
17.7,21.0776,21.0776,4.6983,0.9979,16:53:32.019
17.75,20.7861,20.7861,5.2103,0.9859,16:53:32.209
17.8,20.4806,20.4806,5.5839,0.9705,16:53:32.591
17.85,20.1651,20.1651,5.8566,0.9504,16:53:32.991
17.9,19.9348,19.9348,6.0557,0.9359,16:53:33.251
17.95,19.6277,19.6277,4.0238,0.9158,16:53:33.631
18.0,19.4036,19.4036,4.718,0.9004,16:53:34.023
18.05,19.1938,19.1938,4.1361,0.8811,16:53:34.412
18.1,19.0869,19.0869,3.7114,0.8658,16:53:34.773
18.15,18.9163,18.9163,4.49,0.8456,16:53:35.154
18.2,18.7917,18.7917,5.0582,0.8311,16:53:35.354
18.25,18.6545,18.6545,4.3844,0.811,16:53:35.734
18.3,18.5081,18.5081,4.9812,0.7957,16:53:36.115
18.35,18.4012,18.4012,5.4167,0.7755,16:53:36.495
18.4,18.2768,18.2768,5.7346,0.761,16:53:36.676
18.45,18.1861,18.1861,4.878,0.7433,16:53:37.126
18.5,17.9809,17.9809,4.2529,0.7256,16:53:37.517
18.55,17.9238,17.9238,3.7966,0.7086,16:53:37.917
18.6,17.8358,17.8358,4.5522,0.6909,16:53:38.117
18.65,17.401,17.401,5.1036,0.6756,16:53:38.538
18.7,16.7131,16.7131,5.5061,0.6555,16:53:38.918
18.75,15.9794,15.9794,5.7998,0.641,16:53:39.149
18.8,15.166,15.166,6.0142,0.6208,16:53:39.539
18.85,14.3871,14.3871,3.9936,0.6055,16:53:39.920
18.9,13.448,13.448,4.6959,0.5862,16:53:40.319
18.95,12.67,12.67,4.12,0.5708,16:53:40.710
19.0,11.7316,11.7316,4.7882,0.5507,16:53:40.900
19.05,10.9078,10.9078,5.2759,0.5354,16:53:41.291
19.1,10.2138,10.2138,5.6318,0.5185,16:53:41.671
19.15,9.4295,9.4295,4.803,0.5007,16:53:42.052
19.2,8.6717,8.6717,5.2867,0.483,16:53:42.302
19.25,7.9334,7.9334,4.5511,0.4661,16:53:42.673
19.3,7.2556,7.2556,5.1029,0.4508,16:53:43.054
19.35,6.3903,6.3903,5.5055,0.4306,16:53:43.444
19.4,5.7124,5.7124,5.7994,0.4161,16:53:43.635
19.45,5.0788,5.0788,4.9254,0.3984,16:53:44.005
19.5,4.431,4.431,4.2874,0.3807,16:53:44.406
19.55,3.8193,3.8193,3.8219,0.3662,16:53:44.786
19.6,3.1412,3.1412,3.482,0.346,16:53:45.027
19.65,2.6,2.6,4.3226,0.3307,16:53:45.397
19.7,1.9271,1.9271,3.8475,0.3105,16:53:45.788
19.75,1.3433,1.3433,2.4122,0.296,16:53:46.178
19.8,0.6856,0.6856,3.5418,0.2759,16:53:46.548
19.85,0.113,0.113,4.3662,0.2606,16:53:46.718
19.9,-0.6755,-0.6755,4.9679,0.2404,16:53:47.109
19.95,-1.2047,-1.2047,4.3185,0.2259,16:53:47.500
20.0,-2.5173,-2.5173,4.933,0.2058,16:53:47.890
20.05,-2.8731,-2.8731,4.293,0.1905,16:53:48.080
20.1,-3.2718,-3.2718,3.8259,0.1736,16:53:48.480
20.15,-3.7944,-3.7944,2.3965,0.1558,16:53:48.920
20.2,-4.3147,-4.3147,2.4418,0.1381,16:53:49.170
20.25,-4.9724,-4.9724,2.4748,0.1204,16:53:49.551
20.3,-5.5914,-5.5914,2.4989,0.1034,16:53:49.931
20.35,-6.2748,-6.2748,2.5165,0.0857,16:53:50.331
20.4,-6.9588,-6.9588,3.6179,0.0704,16:53:50.581
20.45,-7.6897,-7.6897,4.4217,0.0511,16:53:50.992
20.5,-8.3157,-8.3157,3.9199,0.0358,16:53:51.392
20.55,-9.0969,-9.0969,4.6421,0.0156,16:53:51.563
20.6,-9.7596,-9.7596,4.0807,0.0011,16:53:52.043
20.65,-10.6139,-10.6139,4.7595,-0.019,16:53:52.414
20.7,-11.3764,-11.3764,5.2549,-0.0344,16:53:52.814
20.75,-12.3034,-12.3034,4.528,-0.0545,16:53:53.004
20.8,-13.0263,-13.0263,3.9974,-0.069,16:53:53.384
20.85,-13.8782,-13.8782,4.6987,-0.0892,16:53:53.785
20.9,-14.6389,-14.6389,4.122,-0.1045,16:53:54.165
20.95,-15.6573,-15.6573,3.7011,-0.1246,16:53:54.565
21.0,-16.3542,-16.3542,3.3939,-0.1391,16:53:54.765
21.05,-17.2335,-17.2335,3.1697,-0.1593,16:53:55.156
21.1,-18.0141,-18.0141,3.0061,-0.1746,16:53:55.537
21.15,-18.9081,-18.9081,2.8867,-0.1939,16:53:55.917
21.2,-19.0511,-19.0511,1.711,-0.1891,16:53:56.178
21.25,-18.4143,-18.4143,1.9414,-0.1689,16:53:56.559
21.3,-17.6716,-17.6716,2.1096,-0.1544,16:53:56.929
21.35,-16.62,-16.62,2.2324,-0.1343,16:53:57.330
21.4,-15.6673,-15.6673,1.2335,-0.119,16:53:57.570
21.45,-14.4624,-14.4624,2.6815,-0.0988,16:53:57.960
21.5,-13.3977,-13.3977,2.6497,-0.0843,16:53:58.351
