时间(秒),尿酸(uA),抗坏血酸(uA),葡萄糖（mA）,电压(V),接收时间
2.2,0.0409,0.212,2.1276,0.4532,17:26:28.126
2.25,0.0409,0.2463,2.1856,0.4709,17:26:28.497
2.3,0.0409,0.2463,2.2437,0.4886,17:26:28.857
2.35,0.0488,0.2463,2.288,0.5056,17:26:29.218
2.4,0.0409,0.212,2.3122,0.5209,17:26:29.439
2.45,0.0409,0.212,2.3186,0.541,17:26:29.798
2.5,0.0409,0.212,2.3049,0.5555,17:26:30.159
2.55,0.0409,0.1777,2.2719,0.5757,17:26:30.520
2.6,0.0409,0.1434,2.2356,0.591,17:26:30.890
2.65,0.0409,0.1777,2.2001,0.6111,17:26:31.251
2.7,0.0409,0.212,2.1663,0.6256,17:26:31.631
2.75,0.0488,0.1777,2.1316,0.6458,17:26:32.001
2.8,0.0488,0.1777,2.0978,0.6611,17:26:32.363
2.85,0.0488,0.212,2.0632,0.6812,17:26:32.742
2.9,0.0488,0.1777,2.0301,0.6958,17:26:32.919
2.95,0.0409,0.1091,1.9955,0.7159,17:26:33.288
3.0,0.0251,0.1777,1.9624,0.7312,17:26:33.649
3.05,0.0251,0.212,1.9302,0.7505,17:26:34.022
3.1,0.0172,0.212,1.8979,0.7659,17:26:34.383
3.15,0.0251,0.2463,1.8609,0.7836,17:26:34.754
3.2,0.0251,0.3149,1.827,0.8005,17:26:35.105
3.25,0.0409,0.2806,1.7932,0.8182,17:26:35.466
3.3,0.0488,0.2463,1.7585,0.836,17:26:35.826
3.35,0.0488,0.2463,1.7239,0.8537,17:26:36.197
3.4,0.0488,0.2463,1.6933,0.8706,17:26:36.567
3.45,0.0567,0.1777,1.6594,0.8884,17:26:36.737
3.5,0.0488,0.1434,1.6264,0.9061,17:26:37.097
3.55,0.033,0.1434,1.5925,0.9206,17:26:37.518
3.6,0.0409,0.1434,1.5579,0.9407,17:26:37.890
3.65,0.0409,0.1091,1.5232,0.956,17:26:38.258
3.7,0.0251,0.1091,1.4862,0.9762,17:26:38.624
3.75,0.0172,0.1091,1.4475,0.9907,17:26:39.003
3.8,0.0251,0.1091,1.408,0.9907,17:26:39.173
3.85,0.0251,0.1091,1.3693,0.9754,17:26:39.534
3.9,0.0172,0.1091,1.3258,0.956,17:26:39.895
3.95,0.0251,0.1434,1.2831,0.9407,17:26:40.265
4.0,0.0409,0.1777,1.2355,0.9206,17:26:40.626
4.05,0.0409,0.1777,1.1832,0.9061,17:26:40.988
4.1,0.0251,0.1777,1.1219,0.8859,17:26:41.350
4.15,0.033,0.212,1.0574,0.8706,17:26:41.730
4.2,0.0251,0.2806,0.9857,0.8505,17:26:42.100
4.25,0.0172,0.2463,0.9124,0.836,17:26:42.430
4.3,0.0251,0.2463,0.8358,0.8158,17:26:42.810
4.35,0.0409,0.212,0.7601,0.7981,17:26:43.181
4.4,0.0409,0.212,0.6875,0.7804,17:26:43.551
4.45,0.0567,0.1777,0.6199,0.761,17:26:43.921
4.5,0.0646,0.212,0.5578,0.7457,17:26:44.302
4.55,0.0646,0.212,0.5038,0.7256,17:26:44.672
4.6,0.0488,0.2463,0.4595,0.7111,17:26:44.892
4.65,0.0488,0.212,0.42,0.6909,17:26:45.263
4.7,0.0488,0.212,0.3878,0.6732,17:26:45.633
4.75,0.0409,0.1434,0.3604,0.6555,17:26:46.003
4.8,0.033,0.1777,0.3378,0.6361,17:26:46.374
4.85,0.0488,0.1434,0.3185,0.6208,17:26:46.744
4.9,0.033,0.1777,0.304,0.6007,17:26:47.114
4.95,0.033,0.1777,0.2919,0.5862,17:26:47.475
5.0,0.0409,0.212,0.2806,0.566,17:26:47.855
5.05,0.0488,0.212,0.2709,0.5459,17:26:48.226
5.1,0.0488,0.2463,0.2621,0.5305,17:26:48.375
5.15,0.0646,0.2463,0.2532,0.5104,17:26:49.146
5.2,0.0567,0.2463,0.2459,0.4959,17:26:49.206
5.25,0.0567,0.2806,0.2403,0.4758,17:26:49.567
5.3,0.0567,0.2806,0.2347,0.458,17:26:49.939
5.35,0.0567,0.2463,0.229,0.4411,17:26:50.299
5.4,0.0567,0.2463,0.2242,0.421,17:26:50.679
5.45,0.0725,0.2463,0.2193,0.4056,17:26:51.050
5.5,0.0804,0.2463,0.2137,0.3855,17:26:51.410
5.55,0.0804,0.2463,0.204,0.371,17:26:51.790
5.6,0.0725,0.2806,0.1895,0.3508,17:26:51.951
5.65,0.0646,0.2806,0.1718,0.3307,17:26:52.722
5.7,0.0488,0.2806,0.15,0.3154,17:26:52.732
5.75,0.033,0.2806,0.1242,0.296,17:26:53.092
5.8,0.033,0.2463,0.1025,0.2807,17:26:53.464
5.85,0.0409,0.2463,0.084,0.2606,17:26:53.834
5.9,0.0488,0.212,0.0678,0.2461,17:26:54.204
5.95,0.0567,0.1777,0.0525,0.2259,17:26:54.566
6.0,0.0646,0.1777,0.0421,0.2106,17:26:54.936
6.05,0.0567,0.212,0.0316,0.1905,17:26:55.307
6.1,0.0567,0.212,0.0235,0.1736,17:26:55.677
6.15,0.0488,0.2463,0.0155,0.1558,17:26:55.908
6.2,0.0409,0.2806,0.009,0.1381,17:26:56.278
6.25,0.033,0.2463,0.001,0.1204,17:26:56.639
6.3,0.033,0.2463,-0.0055,0.101,17:26:57.009
6.35,0.0251,0.2463,-0.0144,0.0857,17:26:57.380
6.4,0.0251,0.212,-0.0248,0.0656,17:26:57.760
6.45,0.0251,0.1777,-0.0353,0.0511,17:26:58.131
6.5,0.0251,0.1777,-0.0482,0.0309,17:26:58.501
6.55,0.033,0.1434,-0.0659,0.0132,17:26:58.871
6.6,0.0409,0.1091,-0.0869,-0.0045,17:26:59.242
6.65,0.0409,0.1091,-0.1143,-0.0239,17:26:59.602
6.7,0.0409,0.1091,-0.1473,-0.0392,17:26:59.972
6.75,0.0488,0.1091,-0.1916,-0.0593,17:27:00.333
6.8,0.0409,0.0748,-0.2456,-0.0771,17:27:00.704
6.85,0.033,0.1091,-0.3125,-0.094,17:27:01.074
6.9,0.033,0.1091,-0.4036,-0.1141,17:27:01.444
6.95,0.0409,0.1091,-0.5188,-0.1295,17:27:01.614
7.0,0.033,0.1091,-0.6655,-0.1496,17:27:02.035
7.05,0.033,0.1434,-0.8444,-0.1665,17:27:02.397
7.1,0.033,0.1091,-1.0531,-0.1842,17:27:02.766
7.15,0.033,0.1091,-1.2683,-0.1963,17:27:03.127
7.2,0.0172,0.1091,-1.4375,-0.1794,17:27:03.488
7.25,0.0172,0.0405,-1.5382,-0.1593,17:27:03.868
7.3,0.0093,0.0405,-1.5721,-0.144,17:27:04.229
7.35,0.0014,0.0405,-1.5286,-0.1238,17:27:04.590
7.4,0.0014,0.0748,-1.4246,-0.1093,17:27:04.950
7.45,0.0014,0.0405,-1.3037,-0.0892,17:27:05.321
7.5,-0.0065,0.1091,-1.1796,-0.0738,17:27:05.651
7.55,0.0014,0.1091,-1.0451,-0.0545,17:27:06.012
7.6,0.0093,0.1091,-0.9081,-0.0344,17:27:06.392
7.65,0.0093,0.0748,-0.7662,-0.019,17:27:06.772
7.7,0.0172,0.1091,-0.6244,0.0011,17:27:07.133
7.75,0.0251,0.1091,-0.4858,0.0156,17:27:07.494
7.8,0.0251,0.1091,-0.3504,0.0358,17:27:07.874
7.85,0.0251,0.1091,-0.2263,0.0559,17:27:08.255
7.9,0.033,0.1434,-0.1078,0.0712,17:27:08.625
7.95,0.033,0.1434,-0.0015,0.0905,17:27:08.795
8.0,0.0409,0.1777,0.0993,0.1059,17:27:09.175
8.05,0.033,0.1777,0.1968,0.126,17:27:09.546
8.1,0.0409,0.1434,0.2959,0.1437,17:27:09.916
8.15,0.0409,0.1091,0.4015,0.1607,17:27:10.287
8.2,0.033,0.1091,0.5183,0.1808,17:27:10.657
8.25,0.0172,0.0748,0.6456,0.1961,17:27:11.028
8.3,0.0251,0.1091,0.7802,0.2155,17:27:11.398
8.35,0.0172,0.1434,0.9172,0.2308,17:27:11.778
8.4,0.0093,0.1434,1.0542,0.2509,17:27:12.158
8.45,0.0172,0.1777,1.1686,0.2662,17:27:12.319
8.5,0.0251,0.1777,1.2492,0.2856,17:27:12.689
8.55,0.0251,0.1434,1.2444,0.3009,17:27:13.059
8.6,0.0172,0.1434,1.1614,0.321,17:27:13.430
8.65,0.0251,0.1434,1.022,0.3355,17:27:13.810
8.7,0.033,0.1091,0.8536,0.3557,17:27:14.190
8.75,0.0409,0.1434,0.6779,0.3734,17:27:14.561
8.8,0.0488,0.1434,0.5497,0.3911,17:27:14.932
8.85,0.0567,0.1434,0.4692,0.4105,17:27:15.302
8.9,0.0567,0.1434,0.416,0.4258,17:27:15.523
8.95,0.0567,0.1777,0.3821,0.4459,17:27:15.893
9.0,0.0567,0.1777,0.362,0.4612,17:27:16.263
9.05,0.0488,0.212,0.3467,0.4806,17:27:16.624
9.1,0.0488,0.2463,0.337,0.4983,17:27:16.984
9.15,0.033,0.2463,0.3322,0.516,17:27:17.357
9.2,0.0251,0.212,0.3297,0.5362,17:27:17.736
9.25,0.0172,0.1777,0.3281,0.5507,17:27:18.116
9.3,0.0251,0.1434,0.3297,0.5708,17:27:18.477
9.35,0.0251,0.1434,0.3322,0.5862,17:27:18.847
9.4,0.0409,0.1434,0.337,0.6055,17:27:19.208
9.45,0.0409,0.1777,0.3426,0.6232,17:27:19.578
9.5,0.0488,0.212,0.3515,0.641,17:27:19.949
9.55,0.0488,0.212,0.3604,0.6611,17:27:20.320
9.6,0.0488,0.1777,0.3716,0.6756,17:27:20.690
9.65,0.0488,0.212,0.3821,0.6958,17:27:20.921
9.7,0.0567,0.212,0.3805,0.7135,17:27:21.691
9.75,0.0567,0.1777,0.3668,0.7312,17:27:21.721
9.8,0.0488,0.212,0.3434,0.7505,17:27:22.061
9.85,0.0488,0.212,0.316,0.7659,17:27:22.422
9.9,0.0488,0.212,0.2822,0.786,17:27:22.792
9.95,0.0567,0.1777,0.2556,0.8005,17:27:23.153
10.0,0.0646,0.212,0.2363,0.8207,17:27:23.514
10.05,0.0725,0.212,0.2234,0.8384,17:27:23.894
10.1,0.0804,0.2463,0.2113,0.8561,17:27:24.274
10.15,0.0804,0.2463,0.2008,0.8755,17:27:24.654
10.2,0.0725,0.2806,0.1919,0.8908,17:27:24.815
10.25,0.0646,0.2806,0.1855,0.9109,17:27:25.245
10.3,0.0646,0.2806,0.1799,0.9262,17:27:25.616
10.35,0.0646,0.2463,0.1742,0.9456,17:27:25.986
10.4,0.0567,0.212,0.1694,0.9633,17:27:26.357
10.45,0.0488,0.212,0.1653,0.981,17:27:26.728
10.5,0.0488,0.212,0.1605,1.0004,17:27:27.098
10.55,0.0488,0.212,0.1557,0.9859,17:27:27.469
10.6,0.0488,0.2463,0.1516,0.9657,17:27:27.840
10.65,0.0488,0.2806,0.1476,0.948,17:27:28.210
10.7,0.0567,0.2806,0.1452,0.9311,17:27:28.570
10.75,0.0488,0.2806,0.142,0.9109,17:27:28.941
10.8,0.0409,0.2463,0.1396,0.8956,17:27:29.111
10.85,0.0409,0.212,0.1379,0.8755,17:27:29.481
10.9,0.0409,0.1777,0.1363,0.861,17:27:29.852
10.95,0.0409,0.1434,0.1339,0.8408,17:27:30.202
11.0,0.0488,0.1434,0.1331,0.8231,17:27:30.563
11.05,0.0567,0.1777,0.1323,0.8062,17:27:30.943
11.1,0.0567,0.212,0.1291,0.786,17:27:31.323
11.15,0.0646,0.2463,0.1283,0.7707,17:27:31.693
11.2,0.0646,0.2463,0.1275,0.7505,17:27:32.064
11.25,0.0646,0.212,0.1251,0.7336,17:27:32.435
11.3,0.0567,0.212,0.1242,0.7159,17:27:32.815
11.35,0.0488,0.212,0.1242,0.6958,17:27:33.179
11.4,0.0488,0.212,0.1234,0.6804,17:27:33.550
11.45,0.0409,0.212,0.1218,0.6611,17:27:33.921
11.5,0.0409,0.1777,0.1218,0.6458,17:27:34.284
11.55,0.0488,0.1777,0.1194,0.6256,17:27:34.644
11.6,0.0488,0.1777,0.1202,0.6055,17:27:35.016
11.65,0.0409,0.1777,0.1186,0.591,17:27:35.177
11.7,0.0409,0.212,0.1186,0.5708,17:27:35.928
11.75,0.033,0.212,0.1178,0.5555,17:27:35.979
11.8,0.0172,0.1777,0.1162,0.5354,17:27:36.749
11.85,0.0251,0.1777,0.1114,0.5185,17:27:36.789
11.9,0.033,0.1091,0.1057,0.5007,17:27:37.120
11.95,0.033,0.1091,0.0977,0.4806,17:27:37.480
12.0,0.0409,0.1777,0.0896,0.4661,17:27:37.864
12.05,0.0409,0.1777,0.0815,0.4459,17:27:38.216
12.1,0.0409,0.1777,0.0751,0.4306,17:27:38.576
12.15,0.033,0.2463,0.0686,0.4105,17:27:38.946
12.2,0.033,0.2463,0.0638,0.396,17:27:39.318
12.25,0.0251,0.212,0.0582,0.3758,17:27:39.679
12.3,0.0409,0.2463,0.0549,0.3605,17:27:39.839
12.35,0.033,0.212,0.0485,0.3404,17:27:40.210
12.4,0.0409,0.212,0.0445,0.3259,17:27:40.570
12.45,0.0409,0.212,0.0388,0.3057,17:27:40.942
12.5,0.0488,0.2463,0.0348,0.2904,17:27:41.314
12.55,0.0488,0.212,0.0284,0.2711,17:27:41.685
12.6,0.0488,0.2463,0.0243,0.2533,17:27:42.055
12.65,0.0488,0.2463,0.0203,0.2356,17:27:42.428
12.7,0.0567,0.212,0.0163,0.2179,17:27:42.798
12.75,0.0567,0.1777,0.0114,0.201,17:27:43.158
12.8,0.0567,0.212,0.0082,0.1832,17:27:43.519
12.85,0.0488,0.1777,0.0042,0.1655,17:27:43.689
12.9,0.033,0.1434,-0.0015,0.1462,17:27:44.059
12.95,0.033,0.1091,-0.0079,0.1308,17:27:44.429
13.0,0.033,0.1091,-0.0136,0.1107,17:27:44.809
13.05,0.033,0.0748,-0.0192,0.0954,17:27:45.170
13.1,0.0409,0.0748,-0.024,0.076,17:27:45.541
13.15,0.0567,0.1091,-0.0281,0.0583,17:27:45.921
13.2,0.0488,0.1434,-0.0313,0.0406,17:27:46.292
13.25,0.0409,0.1434,-0.0377,0.0204,17:27:46.662
13.3,0.033,0.1777,-0.045,0.0059,17:27:47.023
13.35,0.033,0.1777,-0.0555,-0.0142,17:27:47.393
13.4,0.0172,0.1434,-0.0708,-0.0319,17:27:47.774
13.45,0.0172,0.1777,-0.0885,-0.0489,17:27:48.154
13.5,0.0172,0.1777,-0.1135,-0.069,17:27:48.527
13.55,0.0172,0.1777,-0.1449,-0.0843,17:27:48.695
13.6,0.0172,0.1777,-0.19,-0.1045,17:27:49.135
13.65,0.0251,0.1777,-0.2505,-0.119,17:27:49.507
13.7,0.0251,0.1091,-0.3536,-0.1391,17:27:49.877
13.75,0.0251,0.1091,-0.5027,-0.1593,17:27:50.258
13.8,0.0251,0.0748,-0.6961,-0.1746,17:27:50.628
13.85,0.0172,0.0748,-0.9322,-0.1939,17:27:50.998
13.9,0.0172,0.0748,-1.1603,-0.1891,17:27:51.368
13.95,0.0172,0.1091,-1.3255,-0.1689,17:27:51.749
14.0,0.0172,0.1091,-1.4206,-0.152,17:27:52.129
14.05,0.0172,0.1434,-1.4432,-0.1343,17:27:52.299
14.1,0.0251,0.1434,-1.3835,-0.1166,17:27:53.083
14.15,0.033,0.1091,-1.2852,-0.0988,17:27:53.141
14.2,0.033,0.1434,-1.1764,-0.0795,17:27:53.451
14.25,0.0251,0.1434,-1.0596,-0.0642,17:27:53.831
14.3,0.0251,0.1091,-0.9338,-0.044,17:27:54.221
14.35,0.0251,0.0748,-0.8033,-0.0263,17:27:54.592
14.4,0.0093,0.1091,-0.6744,-0.0094,17:27:54.963
14.45,0.0093,0.0748,-0.5422,0.0108,17:27:55.143
14.5,0.0093,0.0748,-0.4125,0.0261,17:27:55.914
14.55,0.0093,0.0748,-0.2867,0.0462,17:27:55.975
14.6,0.0172,0.1091,-0.1723,0.0632,17:27:56.286
14.65,0.0251,0.1434,-0.0651,0.0809,17:27:56.656
14.7,0.0251,0.1434,0.0292,0.101,17:27:57.037
14.75,0.0409,0.1434,0.1178,0.1155,17:27:57.418
14.8,0.0409,0.1434,0.204,0.1357,17:27:57.798
14.85,0.033,0.1434,0.2927,0.151,17:27:58.178
14.9,0.033,0.1434,0.395,0.1711,17:27:58.559
14.95,0.033,0.1777,0.5086,0.1881,17:27:58.949
15.0,0.0251,0.212,0.6392,0.2058,17:27:59.130
15.05,0.0251,0.212,0.7778,0.2259,17:27:59.520
15.1,0.0172,0.212,0.9229,0.2412,17:27:59.902
15.15,0.0172,0.212,1.0631,0.2606,17:28:00.282
15.2,0.0172,0.212,1.1848,0.2759,17:28:00.653
15.25,0.0172,0.1777,1.2549,0.2936,17:28:01.033
15.3,0.0172,0.212,1.2275,0.3105,17:28:01.213
15.35,0.0172,0.212,1.1074,0.3307,17:28:01.594
15.4,0.0251,0.212,0.9253,0.346,17:28:01.974
15.45,0.033,0.1777,0.7141,0.3662,17:28:02.355
15.5,0.0488,0.1777,0.5143,0.3807,17:28:02.726
15.55,0.0488,0.1777,0.3765,0.4008,17:28:03.117
15.6,0.0567,0.1777,0.304,0.421,17:28:03.497
15.65,0.0488,0.1777,0.2669,0.4355,17:28:03.727
15.7,0.0409,0.1777,0.2492,0.4556,17:28:04.117
15.75,0.033,0.1434,0.2411,0.4709,17:28:04.498
15.8,0.033,0.1434,0.2371,0.4911,17:28:04.888
15.85,0.0409,0.1777,0.2363,0.508,17:28:05.270
15.9,0.0409,0.1434,0.2363,0.5257,17:28:05.660
15.95,0.0409,0.1434,0.2395,0.5459,17:28:05.893
16.0,0.033,0.212,0.2419,0.5612,17:28:06.284
16.05,0.0409,0.212,0.2451,0.5805,17:28:06.664
16.1,0.033,0.1434,0.2492,0.5982,17:28:07.035
16.15,0.033,0.1777,0.2556,0.616,17:28:07.426
16.2,0.033,0.1777,0.2604,0.6361,17:28:07.813
16.25,0.033,0.1777,0.2669,0.6506,17:28:07.999
16.3,0.033,0.1777,0.2766,0.6708,17:28:08.370
16.35,0.033,0.212,0.2854,0.6861,17:28:08.770
16.4,0.0409,0.1777,0.2967,0.7062,17:28:09.151
16.45,0.0488,0.1777,0.308,0.7232,17:28:09.531
16.5,0.0488,0.1434,0.3088,0.7409,17:28:09.913
16.55,0.0488,0.1434,0.2967,0.761,17:28:10.313
16.6,0.0488,0.1777,0.2806,0.7755,17:28:10.553
16.65,0.0409,0.1777,0.2564,0.7957,17:28:10.943
16.7,0.033,0.212,0.2282,0.8134,17:28:11.333
16.75,0.0409,0.2463,0.2081,0.8311,17:28:11.704
16.8,0.033,0.212,0.1944,0.8505,17:28:12.084
16.85,0.033,0.1777,0.1839,0.8658,17:28:12.455
16.9,0.0409,0.1777,0.175,0.8859,17:28:12.836
16.95,0.0488,0.1777,0.1678,0.9012,17:28:13.246
17.0,0.0488,0.1434,0.1613,0.9206,17:28:13.437
17.05,0.0567,0.1777,0.1565,0.9383,17:28:13.797
17.1,0.0567,0.212,0.1516,0.956,17:28:14.187
17.15,0.0488,0.2463,0.1476,0.9762,17:28:14.558
17.2,0.0488,0.212,0.1428,0.9907,17:28:14.958
17.25,0.0488,0.2463,0.1379,0.9907,17:28:15.339
17.3,0.0488,0.2463,0.1339,0.973,17:28:15.730
17.35,0.0567,0.1777,0.1299,0.956,17:28:15.930
17.4,0.0567,0.1777,0.1275,0.9359,17:28:16.300
17.45,0.0488,0.212,0.1267,0.9206,17:28:16.690
17.5,0.0488,0.1777,0.1259,0.9004,17:28:17.071
17.55,0.033,0.1434,0.1242,0.8859,17:28:17.462
17.6,0.0409,0.1777,0.1234,0.8658,17:28:17.872
17.65,0.0409,0.1777,0.121,0.8456,17:28:18.062
17.7,0.0488,0.1434,0.1178,0.8311,17:28:18.443
17.75,0.0409,0.1434,0.1154,0.811,17:28:18.833
17.8,0.0567,0.1777,0.1138,0.7957,17:28:19.234
17.85,0.0409,0.1777,0.113,0.7755,17:28:19.634
17.9,0.0409,0.1434,0.1122,0.7586,17:28:20.026
17.95,0.033,0.1434,0.1122,0.7409,17:28:20.406
18.0,0.0409,0.1777,0.1122,0.7207,17:28:20.606
18.05,0.0409,0.1434,0.1114,0.7054,17:28:21.007
18.1,0.0409,0.1091,0.1089,0.6861,17:28:21.388
18.15,0.0409,0.1434,0.1081,0.6708,17:28:21.788
18.2,0.0409,0.1091,0.1065,0.6506,17:28:21.968
18.25,0.0409,0.1091,0.1057,0.6305,17:28:22.759
18.3,0.0409,0.1434,0.1057,0.616,17:28:22.859
18.35,0.0488,0.1434,0.1057,0.5958,17:28:23.180
18.4,0.0567,0.1091,0.1049,0.5805,17:28:23.561
18.45,0.0567,0.1777,0.1041,0.5604,17:28:23.941
18.5,0.0488,0.1777,0.1017,0.5434,17:28:24.321
18.55,0.0409,0.1434,0.0968,0.5257,17:28:24.492
18.6,0.033,0.212,0.092,0.508,17:28:24.892
18.65,0.0251,0.212,0.0864,0.4911,17:28:25.273
18.7,0.0251,0.1777,0.0807,0.4733,17:28:25.643
18.75,0.0251,0.1777,0.0743,0.4556,17:28:26.034
18.8,0.0251,0.1777,0.0678,0.4355,17:28:26.404
18.85,0.0251,0.1434,0.0622,0.421,17:28:26.794
18.9,0.033,0.1434,0.0549,0.4008,17:28:26.984
18.95,0.033,0.1434,0.0493,0.3855,17:28:27.375
19.0,0.033,0.1434,0.0437,0.3662,17:28:27.756
19.05,0.0409,0.1434,0.0412,0.3508,17:28:28.156
19.1,0.0488,0.1434,0.0356,0.3307,17:28:28.536
19.15,0.0409,0.1434,0.0332,0.3154,17:28:28.937
19.2,0.0488,0.1434,0.0292,0.296,17:28:29.146
19.25,0.0488,0.1091,0.0259,0.2807,17:28:29.527
19.3,0.0409,0.1091,0.0211,0.2606,17:28:29.897
19.35,0.033,0.1091,0.0187,0.2437,17:28:30.288
19.4,0.0409,0.1091,0.0138,0.2259,17:28:30.668
19.45,0.033,0.1091,0.0098,0.2082,17:28:31.038
19.5,0.0409,0.1091,0.0058,0.1905,17:28:31.228
19.55,0.0409,0.1091,0.0018,0.1711,17:28:31.629
19.6,0.0409,0.1091,-0.0023,0.1558,17:28:32.019
19.65,0.0409,0.1434,-0.0079,0.1357,17:28:32.410
19.7,0.0409,0.1434,-0.0136,0.1204,17:28:32.781
19.75,0.0409,0.1434,-0.0184,0.101,17:28:32.981
19.8,0.0409,0.1091,-0.0232,0.0857,17:28:33.371
19.85,0.0409,0.1091,-0.0281,0.0656,17:28:33.762
19.9,0.0409,0.0748,-0.0313,0.0454,17:28:34.147
19.95,0.033,0.0748,-0.0337,0.0309,17:28:34.528
20.0,0.033,0.1091,-0.0393,0.0108,17:28:34.925
20.05,0.033,0.1091,-0.0466,-0.0045,17:28:35.322
20.1,0.0409,0.1434,-0.0555,-0.0239,17:28:35.493
20.15,0.033,0.1434,-0.0667,-0.0416,17:28:35.893
20.2,0.0409,0.1091,-0.0837,-0.0593,17:28:36.294
20.25,0.033,0.1091,-0.107,-0.0795,17:28:36.684
20.3,0.033,0.1434,-0.1368,-0.094,17:28:37.085
20.35,0.0251,0.1091,-0.1876,-0.1141,17:28:37.476
20.4,0.0251,0.1091,-0.2738,-0.1319,17:28:37.676
20.45,0.0251,0.1434,-0.4092,-0.1496,17:28:38.067
20.5,0.0251,0.1091,-0.5962,-0.1689,17:28:38.447
20.55,0.0251,0.1091,-0.8283,-0.1842,17:28:38.861
20.6,0.0251,0.1091,-1.0797,-0.1939,17:28:39.043
20.65,0.0251,0.1091,-1.2884,-0.1794,17:28:39.493
20.7,0.0251,0.0748,-1.4246,-0.1593,17:28:39.874
20.75,0.0172,0.0748,-1.4826,-0.1415,17:28:40.253
20.8,0.0172,0.0748,-1.4641,-0.1238,17:28:40.637
20.85,0.0093,0.0748,-1.3811,-0.1045,17:28:41.017
20.9,0.0093,0.0405,-1.2779,-0.0892,17:28:41.217
20.95,0.0093,0.1091,-1.1635,-0.069,17:28:41.599
21.0,0.0172,0.1091,-1.0459,-0.0545,17:28:41.991
21.05,0.0093,0.0748,-0.9193,-0.0344,17:28:42.364
21.1,0.0172,0.0748,-0.7872,-0.0142,17:28:42.764
21.15,0.0093,0.1091,-0.655,0.0011,17:28:43.174
21.2,0.0093,0.0748,-0.5237,0.0212,17:28:43.545
21.25,0.0093,0.0748,-0.3963,0.0358,17:28:43.726
21.3,0.0251,0.1434,-0.2747,0.0559,17:28:44.507
21.35,0.033,0.1434,-0.1626,0.076,17:28:44.647
21.4,0.0409,0.1091,-0.0603,0.0905,17:28:44.907
21.45,0.0488,0.1091,0.0308,0.1107,17:28:45.288
21.5,0.0567,0.1091,0.1186,0.126,17:28:45.659
21.55,0.0488,0.0748,0.2056,0.1462,17:28:46.039
21.6,0.0409,0.0748,0.2951,0.1631,17:28:46.420
21.65,0.0409,0.1434,0.399,0.1808,17:28:46.600
21.7,0.033,0.1434,0.5207,0.201,17:28:46.990
21.75,0.0093,0.1091,0.6561,0.2155,17:28:47.380
21.8,0.0093,0.1091,0.8012,0.2356,17:28:47.771
