时间(秒),尿酸(uA),抗坏血酸(uA),葡萄糖（mA）,电压(V),接收时间
3.1,-73.2529,-97.9316,-2.2958,0.3807,11:15:31.274
3.15,-73.2529,-98.5831,-2.3103,0.396,11:15:31.612
3.2,-73.2529,-99.4747,-2.3304,0.4161,11:15:31.951
3.25,-73.2529,-100.3663,-2.353,0.4306,11:15:32.371
3.3,-73.2529,-101.6351,-2.3836,0.4508,11:15:32.713
3.35,-73.2529,-102.801,-2.4094,0.4685,11:15:33.054
3.4,-73.2529,-104.1384,-2.4408,0.4862,11:15:33.394
3.45,-73.2529,-105.3729,-2.4706,0.5064,11:15:33.733
3.5,-73.2529,-106.8132,-2.5037,0.5209,11:15:34.077
3.55,-73.2529,-108.0477,-2.5327,0.541,11:15:34.416
3.6,-73.2529,-109.0422,-2.5552,0.5588,11:15:35.082
3.65,-73.2529,-109.8652,-2.5746,0.5757,11:15:35.119
3.75,-73.2529,-110.2767,-2.5851,0.6111,11:15:35.809
3.8,-73.2529,-110.6882,-2.5955,0.6313,11:15:36.318
3.85,-73.2529,-111.0311,-2.6028,0.6458,11:15:36.660
3.9,-73.2529,-112.2656,-2.6326,0.6659,11:15:37.000
3.95,-73.2529,-113.7745,-2.6697,0.6861,11:15:37.339
4.0,-73.2608,-115.5919,-2.7116,0.7014,11:15:37.678
4.05,-73.2608,-117.3751,-2.7527,0.7207,11:15:38.016
4.1,-73.2608,-119.1926,-2.7962,0.736,11:15:38.386
4.15,-73.2687,-120.2213,-2.8212,0.7562,11:15:38.727
4.2,-73.2766,-120.2213,-2.8204,0.7731,11:15:39.392
4.25,-73.2687,-120.7357,-2.8325,0.7908,11:15:39.734
4.3,-73.2687,-121.1815,-2.8429,0.8086,11:15:39.906
4.35,-73.2687,-121.6616,-2.8526,0.8263,11:15:40.250
4.4,-73.2608,-122.0388,-2.8615,0.8456,11:15:40.590
4.45,-73.2608,-122.5189,-2.8711,0.861,11:15:40.931
4.5,-73.2687,-122.5532,-2.8719,0.8811,11:15:41.596
4.55,-73.2766,-122.6218,-2.8744,0.8956,11:15:41.597
4.6,-73.2845,-122.8275,-2.8792,0.9158,11:15:42.258
4.65,-73.2845,-123.0333,-2.8832,0.9311,11:15:42.600
4.7,-73.2766,-124.0277,-2.9074,0.9512,11:15:42.600
4.75,-73.2766,-124.885,-2.9275,0.9657,11:15:42.939
4.8,-73.2766,-125.8452,-2.9493,0.9859,11:15:43.602
4.85,-73.2687,-126.5996,-2.9686,1.0004,11:15:43.774
4.9,-73.2687,-126.9083,-2.9759,0.981,11:15:44.112
4.95,-73.2766,-126.7025,-2.9719,0.9657,11:15:44.454
5.0,-73.2687,-125.9824,-2.9549,0.9456,11:15:44.797
5.05,-73.2608,-124.8165,-2.9243,0.9286,11:15:45.171
5.1,-73.2608,-123.0676,-2.8832,0.9109,11:15:45.513
5.15,-73.2608,-121.3187,-2.8437,0.8932,11:15:45.853
5.2,-73.2529,-119.6041,-2.801,0.8755,11:15:46.197
5.25,-73.2529,-117.8895,-2.7607,0.8585,11:15:46.568
5.3,-73.2529,-116.0377,-2.7212,0.8408,11:15:46.913
5.35,-73.2529,-114.2888,-2.6801,0.8207,11:15:47.254
5.4,-73.2529,-112.5742,-2.639,0.8062,11:15:47.592
5.45,-73.2529,-110.7911,-2.5979,0.786,11:15:47.934
5.5,-73.2529,-109.1107,-2.5577,0.7707,11:15:48.276
5.55,-73.2529,-107.3619,-2.5158,0.7505,11:15:48.618
5.6,-73.2529,-105.6816,-2.4763,0.736,11:15:49.286
5.65,-73.2529,-103.9327,-2.4344,0.7159,11:15:49.286
5.7,-73.2529,-102.4238,-2.4013,0.7006,11:15:49.949
5.75,-73.2529,-100.6406,-2.3586,0.6804,11:15:49.982
5.8,-73.2529,-98.9946,-2.3183,0.6659,11:15:50.648
5.85,-73.2529,-97.2457,-2.2756,0.6458,11:15:50.724
5.9,-73.2529,-95.5654,-2.2361,0.6305,11:15:51.065
5.95,-73.2529,-93.6451,-2.1894,0.6136,11:15:51.405
6.0,-73.2529,-91.9648,-2.1515,0.5958,11:15:51.761
6.05,-73.2529,-90.1816,-2.1112,0.5781,11:15:52.101
6.1,-73.2529,-88.467,-2.0725,0.5604,11:15:52.441
6.15,-73.245,-86.7181,-2.033,0.5434,11:15:52.784
6.2,-73.245,-85.0035,-1.9927,0.5257,11:15:53.124
6.25,-73.245,-83.3575,-1.9533,0.5104,11:15:53.794
6.3,-73.245,-81.6772,-1.9146,0.4911,11:15:53.868
6.35,-73.245,-80.0655,-1.8759,0.4758,11:15:54.281
6.4,-73.245,-78.4195,-1.834,0.4556,11:15:54.620
6.45,-73.2371,-76.6706,-1.7937,0.4379,11:15:54.958
6.5,-73.2292,-74.8874,-1.7526,0.421,11:15:55.295
6.55,-73.2213,-73.2414,-1.7123,0.4032,11:15:55.635
6.6,-73.2134,-71.4582,-1.6704,0.3855,11:15:55.974
6.65,-73.2134,-69.7436,-1.6317,0.3686,11:15:56.313
6.7,-73.2134,-68.0976,-1.5922,0.3508,11:15:56.652
6.75,-73.2134,-66.383,-1.5511,0.3307,11:15:57.314
6.8,-73.2134,-64.6341,-1.5108,0.3154,11:15:57.314
6.85,-73.2134,-62.8852,-1.4697,0.296,11:15:57.983
6.9,-73.2134,-61.1706,-1.4303,0.2807,11:15:58.152
6.95,-73.2134,-59.3874,-1.39,0.2606,11:15:58.819
7.0,-73.2134,-57.7414,-1.3513,0.2461,11:15:58.819
7.05,-73.2134,-55.9925,-1.3102,0.2259,11:15:59.160
7.1,-73.2055,-54.3808,-1.2723,0.2106,11:15:59.500
7.15,-73.1976,-52.6319,-1.2304,0.1905,11:16:00.169
7.2,-73.1897,-51.0545,-1.1917,0.176,11:16:00.340
7.25,-73.1818,-49.3056,-1.1506,0.1558,11:16:00.682
7.3,-73.1739,-47.6596,-1.1127,0.1405,11:16:01.191
7.35,-73.1739,-45.8764,-1.0708,0.1204,11:16:01.223
7.4,-73.1739,-44.1961,-1.0314,0.1034,11:16:01.889
7.45,-73.1818,-42.4129,-0.9903,0.0857,11:16:01.999
7.5,-73.1818,-40.6297,-0.9492,0.0656,11:16:02.661
7.55,-73.1818,-38.9494,-0.9097,0.0511,11:16:02.661
7.6,-73.1818,-37.3034,-0.8726,0.0309,11:16:03.324
7.65,-73.1818,-35.6231,-0.8323,0.0156,11:16:03.400
7.7,-73.1739,-33.9085,-0.7912,-0.0045,11:16:04.069
7.75,-73.1739,-32.2282,-0.7501,-0.0239,11:16:04.145
7.8,-73.1739,-30.4793,-0.7066,-0.0392,11:16:04.486
7.85,-73.1739,-28.6961,-0.6639,-0.0593,11:16:05.153
7.9,-73.166,-26.9129,-0.6236,-0.0771,11:16:05.203
7.95,-73.166,-25.1983,-0.5825,-0.094,11:16:05.540
8.0,-73.166,-23.4495,-0.543,-0.1141,11:16:05.957
8.05,-73.1581,-21.7006,-0.5035,-0.1295,11:16:06.295
8.1,-73.1502,-19.986,-0.4624,-0.1496,11:16:06.975
8.15,-73.1581,-18.2371,-0.4221,-0.1689,11:16:06.975
8.2,-73.1502,-16.5225,-0.3826,-0.1842,11:16:07.361
8.25,-73.1502,-14.8422,-0.3423,-0.2044,11:16:08.028
8.3,-73.1502,-13.0247,-0.2996,-0.2245,11:16:08.105
8.35,-73.1502,-11.3444,-0.2601,-0.239,11:16:08.526
8.4,-73.1423,-9.6298,-0.2182,-0.2592,11:16:08.864
8.45,-73.1502,-7.8809,-0.1779,-0.2745,11:16:09.221
8.5,-73.1423,-6.1663,-0.1377,-0.2938,11:16:09.560
8.55,-73.1423,-4.5203,-0.099,-0.3116,11:16:09.931
8.6,-73.1423,-2.7714,-0.0587,-0.3293,11:16:10.267
8.65,-73.1423,-1.0911,-0.0192,-0.347,11:16:10.606
8.7,-73.1344,0.5892,0.0211,-0.364,11:16:10.965
8.75,-73.1344,2.2352,0.0598,-0.3817,11:16:11.627
8.8,-73.1344,3.8812,0.0985,-0.3994,11:16:11.627
8.85,-73.1265,5.0129,0.1259,-0.3793,11:16:12.294
8.9,-73.1265,5.5958,0.1404,-0.364,11:16:12.389
8.95,-73.1265,5.6987,0.1428,-0.3438,11:16:12.730
9.0,-73.1265,5.3215,0.1347,-0.3293,11:16:13.089
9.05,-73.1265,4.4299,0.113,-0.3092,11:16:13.430
9.1,-73.1344,3.504,0.092,-0.2938,11:16:13.772
9.15,-73.1344,2.6124,0.0703,-0.2761,11:16:14.112
9.2,-73.1344,1.7208,0.0501,-0.2592,11:16:14.471
9.25,-73.1344,0.7949,0.0275,-0.239,11:16:14.814
9.3,-73.1344,-0.0966,0.0082,-0.2237,11:16:15.157
9.35,-73.1344,-1.0225,-0.0144,-0.2044,11:16:15.821
9.4,-73.1344,-1.8798,-0.0345,-0.1891,11:16:15.975
9.45,-73.1344,-2.7714,-0.0571,-0.1689,11:16:16.332
9.5,-73.1344,-3.7316,-0.078,-0.1512,11:16:16.674
9.55,-73.1344,-4.6918,-0.1006,-0.1343,11:16:17.031
9.6,-73.1344,-5.6176,-0.1223,-0.1141,11:16:17.374
9.65,-73.1423,-6.5778,-0.1449,-0.0988,11:16:17.713
9.7,-73.1423,-7.538,-0.1667,-0.0787,11:16:18.055
9.75,-73.1423,-8.3953,-0.1884,-0.0618,11:16:18.392
9.8,-73.1423,-9.2869,-0.2102,-0.044,11:16:19.058
9.85,-73.1423,-10.1442,-0.2319,-0.0239,11:16:19.089
9.9,-73.1423,-11.0358,-0.2537,-0.0094,11:16:19.602
9.95,-73.1423,-11.9617,-0.2763,0.0108,11:16:19.788
10.0,-73.1502,-12.9218,-0.2988,0.0309,11:16:20.472
10.05,-73.1502,-13.882,-0.3214,0.0462,11:16:20.642
10.1,-73.1502,-14.8422,-0.3423,0.0664,11:16:20.985
10.15,-73.1423,-15.8366,-0.3649,0.0857,11:16:21.650
10.2,-73.1502,-16.7625,-0.3851,0.101,11:16:21.729
10.25,-73.1423,-17.6884,-0.406,0.1212,11:16:22.069
10.3,-73.1423,-18.6143,-0.4286,0.1413,11:16:22.437
10.35,-73.1423,-19.5059,-0.4503,0.1558,11:16:24.141
10.4,-73.1423,-20.4318,-0.4705,0.176,11:16:24.141
10.45,-73.1344,-21.3577,-0.493,0.1961,11:16:24.141
10.5,-73.1344,-22.2835,-0.5148,0.2106,11:16:24.492
10.55,-73.1423,-23.2094,-0.5358,0.2308,11:16:24.756
10.6,-73.1423,-24.1696,-0.5575,0.2485,11:16:24.786
10.65,-73.1502,-25.0955,-0.5809,0.2662,11:16:25.456
10.7,-73.1581,-26.0556,-0.6026,0.2864,11:16:25.506
10.75,-73.166,-26.9472,-0.6252,0.3033,11:16:26.678
10.8,-73.166,-27.8731,-0.6462,0.321,11:16:26.678
10.85,-73.1739,-28.8676,-0.6695,0.3412,11:16:26.754
10.9,-73.1739,-29.7592,-0.6913,0.3557,11:16:26.881
10.95,-73.1739,-30.6851,-0.713,0.3758,11:16:27.545
11.0,-73.1739,-31.7481,-0.7348,0.396,11:16:27.625
11.05,-73.1818,-32.674,-0.7574,0.4113,11:16:28.305
11.1,-73.1818,-33.5656,-0.7783,0.4306,11:16:28.305
11.15,-73.1818,-34.5258,-0.8009,0.4508,11:16:28.676
11.2,-73.1818,-35.4174,-0.8218,0.4661,11:16:29.020
11.25,-73.1818,-36.2404,-0.8436,0.4862,11:16:29.375
11.3,-73.1739,-37.2005,-0.867,0.5064,11:16:30.040
11.35,-73.1739,-38.0921,-0.8887,0.5209,11:16:30.040
11.4,-73.1739,-39.0523,-0.9105,0.541,11:16:30.709
11.45,-73.1739,-40.0125,-0.9347,0.5588,11:16:30.879
11.5,-73.1739,-40.9726,-0.9564,0.5757,11:16:31.222
11.55,-73.1739,-41.8985,-0.979,0.5958,11:16:31.579
11.6,-73.1818,-42.9273,-1.0015,0.6111,11:16:31.951
11.65,-73.1818,-43.9218,-1.0257,0.6313,11:16:32.292
11.7,-73.1818,-44.8819,-1.0475,0.6482,11:16:32.647
11.75,-73.1818,-45.8421,-1.0708,0.6659,11:16:33.016
11.8,-73.1818,-46.8023,-1.0926,0.6861,11:16:33.358
11.85,-73.1739,-47.7282,-1.1152,0.7014,11:16:33.712
11.9,-73.166,-48.6198,-1.1369,0.7207,11:16:34.050
11.95,-73.166,-49.5799,-1.1595,0.736,11:16:34.452
12.0,-73.166,-50.6087,-1.1821,0.7562,11:16:34.792
12.05,-73.166,-51.6032,-1.2046,0.7731,11:16:35.162
12.1,-73.1739,-52.5976,-1.2272,0.7908,11:16:35.502
12.15,-73.1897,-53.6264,-1.2497,0.811,11:16:36.199
12.2,-73.1976,-54.6208,-1.2715,0.8263,11:16:36.301
12.25,-73.2055,-55.5467,-1.2965,0.8456,11:16:36.635
12.3,-73.2055,-56.5412,-1.3207,0.861,11:16:36.992
12.35,-73.2055,-57.6042,-1.3456,0.8811,11:16:37.364
12.4,-73.2055,-58.633,-1.3706,0.8988,11:16:37.704
12.45,-73.1976,-59.6961,-1.3972,0.9158,11:16:38.061
12.5,-73.1897,-60.8277,-1.423,0.9359,11:16:38.431
12.55,-73.1976,-61.925,-1.4488,0.9512,11:16:39.159
12.6,-73.1897,-63.0224,-1.4754,0.9714,11:16:39.190
12.65,-73.1818,-64.154,-1.5004,0.9859,11:16:39.378
12.7,-73.1897,-65.1142,-1.5237,0.9955,11:16:39.750
12.75,-73.1976,-65.5257,-1.5334,0.9786,11:16:40.447
12.8,-73.1976,-65.5257,-1.5318,0.9609,11:16:40.448
12.85,-73.2055,-64.8741,-1.5173,0.9407,11:16:40.819
12.9,-73.2055,-63.7768,-1.4923,0.9254,11:16:41.481
12.95,-73.1976,-62.3708,-1.4577,0.9061,11:16:41.559
13.0,-73.1897,-60.9306,-1.4238,0.8908,11:16:41.926
13.05,-73.1897,-59.4217,-1.3875,0.8706,11:16:42.269
13.1,-73.1818,-58.05,-1.3545,0.8529,11:16:42.638
13.15,-73.1897,-56.6441,-1.3223,0.836,11:16:43.082
13.2,-73.1976,-55.2724,-1.2908,0.8158,11:16:43.453
13.25,-73.1976,-53.9693,-1.2586,0.8005,11:16:43.683
13.3,-73.1897,-52.6319,-1.2304,0.7804,11:16:44.053
13.35,-73.1897,-51.3974,-1.2022,0.7659,11:16:44.422
13.4,-73.1818,-50.1629,-1.1732,0.7457,11:16:44.764
13.45,-73.1739,-49.0313,-1.1458,0.7304,11:16:45.136
13.5,-73.1739,-47.8653,-1.12,0.7111,11:16:45.833
13.55,-73.1739,-46.9052,-1.095,0.6933,11:16:45.958
13.6,-73.1739,-45.8078,-1.0684,0.6756,11:16:46.158
13.65,-73.1739,-44.7791,-1.0442,0.6555,11:16:46.518
13.7,-73.1818,-43.8189,-1.0225,0.641,11:16:46.888
13.75,-73.1818,-42.9959,-1.0023,0.6208,11:16:47.257
13.8,-73.1818,-42.1729,-0.9838,0.6007,11:16:47.633
13.85,-73.1818,-41.5556,-0.9693,0.5862,11:16:48.004
13.9,-73.1818,-41.0069,-0.9564,0.566,11:16:48.401
13.95,-73.1818,-40.3897,-0.9427,0.5459,11:16:48.755
14.0,-73.1818,-39.8067,-0.9306,0.5305,11:16:49.455
14.05,-73.1818,-39.1552,-0.9161,0.5104,11:16:49.455
14.1,-73.1739,-38.435,-0.9008,0.4935,11:16:49.828
14.15,-73.1739,-37.7492,-0.8839,0.4758,11:16:50.524
14.2,-73.166,-36.9262,-0.8645,0.4556,11:16:50.556
14.25,-73.166,-36.0689,-0.8428,0.4379,11:16:50.924
14.3,-73.166,-35.2116,-0.8218,0.421,11:16:51.267
14.35,-73.1739,-34.1485,-0.796,0.4008,11:16:51.966
14.4,-73.1739,-32.914,-0.7686,0.3831,11:16:51.997
14.45,-73.1739,-31.6452,-0.7388,0.3662,11:16:52.370
14.5,-73.1739,-30.2736,-0.7058,0.346,11:16:52.770
14.55,-73.166,-28.8676,-0.6719,0.3307,11:16:53.141
14.6,-73.1581,-27.4616,-0.6381,0.3105,11:16:53.514
14.65,-73.1581,-25.9528,-0.6018,0.2904,11:16:53.884
14.7,-73.1581,-24.5125,-0.568,0.2759,11:16:54.258
14.75,-73.1581,-22.9694,-0.5317,0.2558,11:16:54.628
14.8,-73.1581,-21.3234,-0.4938,0.2356,11:16:54.998
14.85,-73.1581,-19.8145,-0.4584,0.2211,11:16:55.371
14.9,-73.1581,-18.34,-0.4229,0.201,11:16:55.743
14.95,-73.1502,-16.7625,-0.3851,0.1808,11:16:56.115
15.0,-73.1423,-15.288,-0.3504,0.1655,11:16:56.300
15.05,-73.1423,-13.8477,-0.3166,0.1462,11:16:57.000
15.1,-73.1423,-12.3389,-0.2827,0.1284,11:16:57.091
15.15,-73.1423,-10.8643,-0.2489,0.1107,11:16:57.448
15.2,-73.1423,-9.4583,-0.2158,0.0905,11:16:57.821
15.25,-73.1423,-8.0867,-0.1844,0.076,11:16:58.193
15.3,-73.1423,-6.6464,-0.1514,0.0559,11:16:58.566
15.35,-73.1423,-5.309,-0.1175,0.0406,11:16:58.922
15.4,-73.1344,-3.8688,-0.0837,0.0204,11:16:59.288
15.45,-73.1344,-2.4285,-0.0498,0.0035,11:16:59.658
15.5,-40.8604,31.5548,0.7456,-0.0142,11:16:59.936
15.55,-8.5865,68.3158,1.6086,-0.0319,11:17:00.289
15.6,23.6874,105.694,2.483,-0.0489,11:17:00.657
15.65,55.9614,142.9008,3.3541,-0.0666,11:17:01.031
15.7,88.2353,180.0047,4.2229,-0.0843,11:17:01.404
15.75,88.2353,184.4283,4.3276,-0.0996,11:17:01.774
15.8,88.2353,185.9372,4.3623,-0.119,11:17:02.145
15.85,88.2353,186.7259,4.3816,-0.1343,11:17:02.346
15.9,88.2353,187.5146,4.4018,-0.1544,11:17:02.714
15.95,88.2353,188.3376,4.4219,-0.1689,11:17:03.086
16.0,88.2353,189.435,4.4469,-0.1891,11:17:03.456
16.05,88.2353,190.4294,4.4711,-0.2044,11:17:03.826
16.1,88.2353,191.7325,4.5001,-0.2245,11:17:04.199
16.15,88.2353,192.8642,4.5267,-0.239,11:17:04.570
16.2,88.2353,194.133,4.5557,-0.2592,11:17:04.769
16.25,88.2353,195.2989,4.5831,-0.2745,11:17:05.141
16.3,88.2353,196.4991,4.6097,-0.2914,11:17:05.509
16.35,88.2353,197.665,4.6363,-0.3092,11:17:05.879
16.4,88.2353,199.0024,4.6669,-0.3269,11:17:06.234
16.45,88.2353,200.3398,4.6991,-0.3446,11:17:06.604
16.5,88.2353,201.5743,4.7297,-0.3591,11:17:06.976
16.55,88.2353,203.3575,4.7733,-0.3793,11:17:07.179
16.6,88.2353,204.7978,4.8103,-0.3946,11:17:07.537
16.65,88.2353,205.998,4.8401,-0.3841,11:17:07.905
16.7,88.2353,206.8553,4.8611,-0.3688,11:17:08.280
16.75,88.2353,207.5754,4.878,-0.3486,11:17:08.653
16.8,88.2353,207.5754,4.8611,-0.3341,11:17:09.028
16.85,88.2353,206.6838,4.8361,-0.314,11:17:09.400
16.9,88.2353,205.6208,4.8087,-0.2987,11:17:09.774
16.95,88.2353,204.2491,4.7757,-0.2793,11:17:10.145
17.0,88.2353,202.7059,4.7402,-0.264,11:17:10.345
17.05,88.2353,201.1285,4.7185,-0.2463,11:17:10.713
17.1,88.2353,200.2712,4.7015,-0.2294,11:17:11.082
17.15,88.2353,199.2767,4.6798,-0.2116,11:17:11.453
17.2,88.2353,198.4537,4.6612,-0.1939,11:17:11.813
17.25,88.2353,197.665,4.6419,-0.1762,11:17:12.183
17.3,88.2353,196.7391,4.6218,-0.1593,11:17:12.556
17.35,88.2353,195.9504,4.6024,-0.144,11:17:12.790
17.4,88.2353,195.2646,4.5855,-0.1238,11:17:13.164
17.45,88.2353,194.5445,4.5686,-0.1093,11:17:13.522
17.5,88.2353,193.7557,4.55,-0.0892,11:17:13.892
17.55,88.2353,192.9327,4.5299,-0.0738,11:17:14.264
17.6,88.2353,191.9383,4.5073,-0.0537,11:17:14.633
17.65,88.2353,191.0467,4.488,-0.0392,11:17:15.002
17.7,88.2353,190.1208,4.4638,-0.019,11:17:15.202
17.75,88.2353,189.2978,4.4429,-0.0037,11:17:15.574
17.8,88.2353,188.3376,4.4211,0.0156,11:17:15.947
17.85,88.2353,187.5489,4.4026,0.0309,11:17:16.319
17.9,88.2353,186.6573,4.3808,0.0486,11:17:16.694
17.95,88.2353,185.7657,4.3615,0.0664,11:17:17.063
18.0,88.2353,184.8398,4.3413,0.0833,11:17:17.435
18.05,88.2353,184.0854,4.322,0.101,11:17:17.637
18.1,88.2353,183.1938,4.2994,0.1163,11:17:18.008
18.15,88.2353,182.4394,4.2841,0.1357,11:17:18.379
18.2,88.2353,181.7193,4.2672,0.151,11:17:18.753
18.25,88.2353,180.9306,4.247,0.1711,11:17:19.124
18.3,88.2353,180.1075,4.2317,0.1856,11:17:19.494
18.35,88.2353,179.3188,4.2156,0.2058,11:17:19.868
18.4,88.2353,178.5644,4.1938,0.2211,11:17:20.068
18.45,88.2353,177.6385,4.1713,0.2412,11:17:20.420
18.5,88.2353,176.7812,4.1487,0.2558,11:17:20.791
18.55,88.2353,175.9239,4.127,0.2759,11:17:21.165
18.6,88.2353,175.1352,4.106,0.2912,11:17:21.539
18.65,88.2353,174.2436,4.0851,0.3114,11:17:21.909
18.7,88.2353,173.4206,4.0689,0.3259,11:17:22.279
18.75,88.2353,172.5976,4.0544,0.3436,11:17:22.480
18.8,88.2353,171.8089,4.0343,0.3613,11:17:22.851
18.85,88.2353,170.9859,4.0158,0.3782,11:17:23.222
18.9,55.9614,143.1065,3.3638,0.396,11:17:23.596
18.95,23.6953,115.5015,2.7151,0.4137,11:17:23.966
19.0,-8.5786,87.9994,2.0688,0.4306,11:17:24.414
19.05,-40.8525,60.4972,1.4249,0.4508,11:17:24.614
19.1,-73.1265,32.9951,0.781,0.4661,11:17:24.973
19.15,-73.1186,32.515,0.7705,0.4862,11:17:25.343
19.2,-73.1186,31.9663,0.7577,0.5032,11:17:25.713
19.25,-73.1107,31.2805,0.7423,0.5209,11:17:26.083
19.3,-73.1028,30.6289,0.727,0.541,11:17:26.456
19.35,-73.0949,29.9088,0.7109,0.5563,11:17:26.814
19.4,-73.0949,29.1887,0.6948,0.5757,11:17:27.182
19.45,-73.1028,28.4,0.6755,0.591,11:17:27.554
19.5,-73.1107,27.577,0.6569,0.6111,11:17:27.925
19.55,-73.1186,26.7197,0.6376,0.6289,11:17:28.295
19.6,-73.1186,25.8967,0.619,0.6458,11:17:28.496
19.65,-73.1186,25.0736,0.5989,0.6659,11:17:29.197
19.7,-73.1107,24.1821,0.5796,0.6812,11:17:29.361
19.75,-73.1028,23.3248,0.5594,0.7014,11:17:29.728
19.8,-73.0949,22.536,0.5393,0.7159,11:17:29.922
19.85,-73.0949,21.6787,0.5175,0.736,11:17:30.295
19.9,-73.1344,18.9697,0.4538,0.7514,11:17:30.728
19.95,-73.1137,18.5206,0.4433,0.7707,11:17:31.117
20.0,-73.1065,18.0344,0.4319,0.7884,11:17:31.490
20.05,-73.1156,17.4446,0.418,0.8062,11:17:31.691
20.1,-73.1212,16.7731,0.401,0.8263,11:17:32.389
20.15,-73.1137,16.1283,0.3874,0.8408,11:17:32.421
20.2,-73.1194,15.3451,0.3689,0.861,11:17:33.137
20.25,-73.1235,14.552,0.3524,0.8763,11:17:33.167
20.3,-73.1265,13.7938,0.3328,0.8956,11:17:33.541
20.35,-73.1286,12.9186,0.311,0.9133,11:17:33.915
20.4,-73.1302,12.05,0.2919,0.9311,11:17:34.286
