时间(秒),尿酸(uA),抗坏血酸(uA),葡萄糖（mA）,电压(V),接收时间
1.9,0.0251,0.1434,-0.1103,-0.044,18:22:12.559
1.95,0.0251,0.1434,-0.0941,-0.0263,18:22:12.941
2.0,0.0172,0.1434,-0.0804,-0.0094,18:22:13.312
2.05,0.0172,0.1434,-0.0619,0.0108,18:22:13.696
2.1,0.0172,0.0748,-0.0337,0.0261,18:22:13.863
2.15,0.0172,0.0405,0.0114,0.0462,18:22:14.247
2.2,0.0172,0.0748,0.059,0.0607,18:22:14.629
2.25,0.0251,0.0748,0.1073,0.0809,18:22:15.013
2.3,0.033,0.0748,0.1492,0.0986,18:22:15.384
2.35,0.033,0.1434,0.1815,0.1163,18:22:15.767
2.4,0.0251,0.1434,0.1992,0.1357,18:22:16.136
2.45,0.0251,0.1434,0.2153,0.151,18:22:16.306
2.5,0.0251,0.1434,0.2395,0.1711,18:22:17.079
2.55,0.0251,0.1777,0.279,0.1889,18:22:17.087
2.6,0.0251,0.1777,0.3386,0.2058,18:22:17.446
2.65,0.033,0.1777,0.4321,0.2259,18:22:17.831
2.7,0.033,0.1777,0.5634,0.2412,18:22:18.215
2.75,0.0409,0.212,0.7327,0.2614,18:22:18.600
2.8,0.033,0.212,0.9221,0.2759,18:22:18.981
2.85,0.033,0.2463,1.1267,0.296,18:22:19.363
2.9,0.033,0.2463,1.3218,0.3114,18:22:19.533
2.95,0.033,0.2463,1.5039,0.3307,18:22:19.917
3.05,0.033,0.212,1.6691,0.3637,18:22:20.686
3.1,0.033,0.1777,1.8077,0.3807,18:22:21.069
3.15,0.0409,0.1091,1.9044,0.3984,18:22:21.453
3.2,0.0488,0.1091,1.9729,0.4161,18:22:21.623
3.25,0.0488,0.0748,2.0027,0.4338,18:22:21.991
3.3,0.0488,0.0748,1.9785,0.4508,18:22:22.362
3.35,0.0488,0.0748,1.9487,0.4661,18:22:22.733
3.4,0.0409,0.1091,1.931,0.4862,18:22:23.115
3.45,0.0409,0.1434,1.91,0.5007,18:22:23.485
3.5,0.0409,0.1434,1.8794,0.5209,18:22:23.855
3.55,0.033,0.1434,1.8488,0.5362,18:22:24.087
3.6,0.033,0.1434,1.7771,0.5563,18:22:24.458
3.65,0.033,0.1777,1.6594,0.5708,18:22:24.830
3.7,0.0251,0.1434,1.5176,0.591,18:22:25.214
3.75,0.0251,0.1434,1.3701,0.6063,18:22:25.598
3.8,0.0172,0.1434,1.217,0.6256,18:22:25.981
3.85,0.0172,0.1777,1.08,0.641,18:22:26.210
3.9,0.0093,0.1434,0.9623,0.6611,18:22:26.595
3.95,0.0172,0.1777,0.856,0.6788,18:22:26.979
4.0,0.0172,0.212,0.7641,0.6958,18:22:27.363
4.05,0.0172,0.212,0.6867,0.7159,18:22:27.746
4.1,0.0251,0.1434,0.619,0.7312,18:22:27.977
4.15,0.0409,0.1434,0.5586,0.7514,18:22:28.346
4.2,0.033,0.1091,0.5046,0.7659,18:22:28.715
4.25,0.0409,0.1091,0.453,0.786,18:22:29.084
4.3,0.0567,0.1091,0.4095,0.8037,18:22:29.454
4.35,0.0567,0.1777,0.3733,0.8207,18:22:29.822
4.4,0.0567,0.1777,0.3426,0.8408,18:22:30.205
4.45,0.0567,0.1777,0.3193,0.8561,18:22:30.591
4.5,0.0567,0.1434,0.3015,0.8763,18:22:30.821
4.55,0.0567,0.1777,0.2886,0.8908,18:22:31.204
4.6,0.0567,0.1434,0.2766,0.9109,18:22:31.575
4.65,0.0567,0.1777,0.2669,0.9286,18:22:31.956
4.7,0.0646,0.212,0.2604,0.9464,18:22:32.325
4.75,0.0567,0.2463,0.2548,0.9657,18:22:32.698
4.8,0.0567,0.212,0.2492,0.981,18:22:33.082
4.85,0.0567,0.212,0.2443,1.0004,18:22:33.465
4.9,0.0567,0.1777,0.2371,0.9859,18:22:33.846
4.95,0.0567,0.1777,0.2266,0.9657,18:22:34.230
5.0,0.0567,0.1777,0.2129,0.948,18:22:34.399
5.05,0.0567,0.1777,0.1976,0.9311,18:22:34.782
5.1,0.0488,0.212,0.1807,0.9109,18:22:35.166
5.15,0.0409,0.212,0.1653,0.8956,18:22:35.549
5.2,0.033,0.1777,0.1516,0.8755,18:22:35.929
5.25,0.033,0.1777,0.1404,0.861,18:22:36.298
5.3,0.033,0.212,0.1307,0.8408,18:22:36.668
5.35,0.0409,0.1777,0.1218,0.8231,18:22:37.050
5.4,0.0409,0.1777,0.1146,0.8062,18:22:37.218
5.45,0.0409,0.212,0.1089,0.786,18:22:37.589
5.5,0.0409,0.1777,0.1025,0.7707,18:22:37.960
5.55,0.033,0.1434,0.096,0.7505,18:22:38.342
5.6,0.0251,0.1434,0.0912,0.736,18:22:38.727
5.65,0.033,0.1434,0.0856,0.7159,18:22:39.096
5.7,0.033,0.1091,0.0807,0.7006,18:22:39.469
5.75,0.0409,0.1091,0.0775,0.6804,18:22:39.838
5.8,0.0409,0.1434,0.0727,0.6635,18:22:40.210
5.85,0.0409,0.1434,0.0686,0.6458,18:22:40.595
5.9,0.0409,0.1434,0.0654,0.6281,18:22:40.826
5.95,0.0409,0.1777,0.0614,0.6111,18:22:41.197
6.0,0.0409,0.1777,0.0574,0.591,18:22:41.581
6.05,0.0409,0.1434,0.0549,0.5757,18:22:41.952
6.1,0.0409,0.1777,0.0517,0.5555,18:22:42.335
6.15,0.0409,0.1777,0.0485,0.541,18:22:42.720
6.2,0.0488,0.1434,0.0461,0.5209,18:22:42.887
6.25,0.0488,0.1434,0.0437,0.5056,18:22:43.270
6.3,0.0567,0.1434,0.0412,0.4854,18:22:43.638
6.35,0.0567,0.1091,0.0388,0.4709,18:22:44.008
6.4,0.0567,0.1091,0.0364,0.4508,18:22:44.377
6.45,0.0488,0.1091,0.0332,0.4355,18:22:44.765
6.5,0.0409,0.1434,0.03,0.4161,18:22:45.134
6.55,0.033,0.1434,0.0275,0.3984,18:22:45.504
6.6,0.033,0.1434,0.0243,0.3807,18:22:45.885
6.65,0.0251,0.1091,0.0211,0.3629,18:22:46.256
6.7,0.033,0.1091,0.0187,0.346,18:22:46.426
6.75,0.033,0.0748,0.0163,0.3259,18:22:46.809
6.8,0.033,0.0748,0.0138,0.3105,18:22:47.192
6.85,0.033,0.0748,0.0122,0.2904,18:22:47.579
6.9,0.033,0.1434,0.0098,0.2759,18:22:47.963
6.95,0.0251,0.1434,0.0066,0.2582,18:22:48.347
7.0,0.0251,0.1434,0.005,0.2404,18:22:48.731
7.05,0.0251,0.1777,0.0018,0.2235,18:22:48.900
7.1,0.0251,0.1777,0.0001,0.2058,18:22:49.283
7.15,0.033,0.1434,0.0001,0.1856,18:22:49.668
7.2,0.0251,0.1434,0.0001,0.1711,18:22:50.053
7.25,0.0251,0.1434,-0.0015,0.151,18:22:50.436
7.3,0.0172,0.0748,-0.0015,0.1357,18:22:50.808
7.35,0.0172,0.0748,-0.0039,0.1155,18:22:51.193
7.4,0.0093,0.1091,-0.0071,0.101,18:22:51.362
7.45,0.0172,0.1434,-0.0103,0.0809,18:22:51.735
7.5,0.0172,0.1777,-0.0144,0.0632,18:22:52.103
7.55,0.0251,0.2463,-0.0192,0.0454,18:22:52.475
7.6,0.0251,0.2463,-0.0264,0.0261,18:22:52.844
7.65,0.0251,0.212,-0.0353,0.0108,18:22:53.214
7.7,0.0251,0.212,-0.0474,-0.0094,18:22:53.584
7.75,0.0251,0.1777,-0.0635,-0.0239,18:22:53.955
7.8,0.0251,0.1434,-0.0901,-0.044,18:22:54.325
7.85,0.0251,0.1434,-0.128,-0.0642,18:22:54.709
7.9,0.0251,0.1091,-0.1804,-0.0795,18:22:55.094
7.95,0.0251,0.1091,-0.2529,-0.0996,18:22:55.476
8.0,0.0172,0.1091,-0.3456,-0.1141,18:22:55.708
8.05,0.0093,0.1091,-0.4664,-0.1343,18:22:56.092
8.1,0.0093,0.0748,-0.6171,-0.1544,18:22:56.475
8.15,0.0093,0.0748,-0.7904,-0.1689,18:22:56.846
8.2,0.0014,0.0062,-0.9895,-0.1891,18:22:57.228
8.25,0.0014,0.0405,-1.2046,-0.2044,18:22:57.612
8.3,0.0014,0.0405,-1.4254,-0.2245,18:22:57.782
8.35,0.0014,0.1091,-1.6454,-0.239,18:22:58.167
8.4,0.0014,0.1777,-1.8775,-0.2592,18:22:58.550
8.45,0.0014,0.212,-2.104,-0.2769,18:22:58.933
8.5,0.0014,0.1434,-2.2941,-0.2938,18:22:59.318
8.55,0.0014,0.1434,-2.4634,-0.3116,18:22:59.690
8.6,-0.0065,0.0748,-2.6302,-0.3293,18:23:00.058
8.65,-0.0144,0.0405,-2.8026,-0.3495,18:23:00.441
8.7,-0.0144,0.0405,-3.0049,-0.364,18:23:00.608
8.75,-0.0144,0.0748,-3.0621,-0.3841,18:23:01.055
8.8,-0.0065,0.1091,-2.9622,-0.3994,18:23:01.439
8.85,-0.0065,0.1434,-2.7478,-0.3793,18:23:01.809
8.9,-0.0065,0.1434,-2.4303,-0.3615,18:23:02.193
9.0,0.0014,0.1091,-1.9766,-0.3269,18:23:02.961
9.05,0.0014,0.1091,-1.6333,-0.3092,18:23:03.131
9.1,0.0014,0.0748,-1.3956,-0.289,18:23:03.515
9.15,0.0014,0.0748,-1.203,-0.2737,18:23:03.897
9.2,-0.0065,0.0405,-1.0249,-0.2544,18:23:04.281
9.25,-0.0144,0.0748,-0.8831,-0.2366,18:23:04.652
9.3,-0.0065,0.0748,-0.7517,-0.2189,18:23:05.036
9.35,-0.0065,0.0405,-0.6308,-0.1988,18:23:05.406
9.4,0.0014,0.0062,-0.5221,-0.1842,18:23:05.787
9.45,0.0172,0.0062,-0.4278,-0.1641,18:23:06.172
9.5,0.0251,0.0062,-0.3464,-0.144,18:23:06.510
9.55,0.0251,0.0062,-0.2763,-0.1286,18:23:06.880
9.6,0.0251,0.0405,-0.2142,-0.1093,18:23:07.262
9.65,0.0172,0.0748,-0.1626,-0.0916,18:23:07.646
9.7,0.0093,0.1091,-0.1248,-0.0738,18:23:08.016
9.75,0.0093,0.1091,-0.099,-0.0537,18:23:08.185
9.8,0.0093,0.0405,-0.078,-0.0392,18:23:08.557
9.85,0.0093,0.0405,-0.0635,-0.019,18:23:08.940
9.9,0.0172,0.0748,-0.053,-0.0037,18:23:09.324
9.95,0.033,0.0748,-0.0442,0.0156,18:23:09.705
10.0,0.0251,0.1091,0.0106,0.0333,18:23:10.076
10.05,0.0251,0.1091,0.0444,0.0511,18:23:10.460
10.1,0.01,0.0432,0.1197,0.0712,18:23:10.843
10.15,0.0278,0.0647,0.1643,0.0857,18:23:11.226
10.2,0.027,0.078,0.187,0.1059,18:23:11.597
10.25,0.0265,0.0869,0.2022,0.1212,18:23:11.767
10.3,0.0371,0.0454,0.2161,0.1413,18:23:12.138
10.35,0.0446,0.0629,0.2327,0.1582,18:23:12.507
10.4,0.0251,0.452,0.333,0.176,18:23:12.889
10.45,0.0251,0.2806,0.3853,0.1961,18:23:13.274
10.5,0.0251,0.2234,0.4444,0.2106,18:23:13.643
10.55,0.0251,0.1948,0.5254,0.2308,18:23:14.013
10.6,0.0251,0.1777,0.6215,0.2485,18:23:14.396
10.65,0.0172,0.1091,0.7996,0.2662,18:23:14.765
10.7,0.0172,0.1091,0.9905,0.2807,18:23:15.149
10.75,0.0251,0.0748,1.1952,0.3009,18:23:15.318
10.8,0.0251,0.0748,1.3854,0.3162,18:23:15.702
10.85,0.033,0.0748,1.5587,0.3363,18:23:16.073
10.9,0.0488,0.0748,1.7029,0.3508,18:23:16.455
10.95,0.0567,0.0748,1.8303,0.371,18:23:16.824
11.0,0.0488,0.1434,1.9189,0.3863,18:23:17.208
11.05,0.0567,0.1777,1.985,0.4056,18:23:17.593
11.1,0.0488,0.1777,2.018,0.421,18:23:17.761
11.15,0.033,0.1434,2.0309,0.4411,18:23:18.145
11.2,0.0251,0.1777,1.9963,0.4556,18:23:18.528
11.25,0.033,0.1434,1.9681,0.4758,18:23:18.912
11.3,0.033,0.0748,1.9407,0.4911,18:23:19.296
11.35,0.033,0.1091,1.9068,0.5088,18:23:19.666
11.4,0.0488,0.1777,1.8609,0.5257,18:23:19.836
11.45,0.0567,0.1434,1.8246,0.5434,18:23:20.208
11.5,0.0567,0.1434,1.7553,0.5612,18:23:20.578
11.55,0.0488,0.1777,1.6441,0.5781,18:23:20.962
11.6,0.0488,0.1434,1.5095,0.5958,18:23:21.331
11.65,0.0409,0.1091,1.3653,0.6111,18:23:21.713
11.7,0.033,0.1434,1.2178,0.6313,18:23:22.098
11.75,0.0251,0.1434,1.0816,0.6482,18:23:22.468
11.8,0.0172,0.1434,0.9672,0.6659,18:23:22.636
11.85,0.0172,0.1434,0.8705,0.6861,18:23:23.017
11.9,0.0251,0.1777,0.7915,0.7014,18:23:23.388
11.95,0.033,0.1777,0.7262,0.7207,18:23:24.187
12.0,0.0409,0.212,0.6658,0.7385,18:23:24.231
12.05,0.0567,0.2463,0.6118,0.7562,18:23:24.584
12.1,0.0646,0.2806,0.561,0.7763,18:23:24.970
12.15,0.0646,0.2463,0.5135,0.7908,18:23:25.139
12.2,0.0646,0.212,0.4708,0.811,18:23:25.509
12.25,0.0646,0.212,0.4337,0.8263,18:23:25.879
12.3,0.0646,0.1777,0.3999,0.8456,18:23:26.264
12.35,0.0567,0.1434,0.3733,0.8658,18:23:26.646
12.4,0.0488,0.1434,0.3499,0.8811,18:23:27.029
12.45,0.0488,0.1434,0.3297,0.9012,18:23:27.415
12.5,0.0488,0.1434,0.3104,0.9158,18:23:27.798
12.55,0.0409,0.1777,0.2951,0.9359,18:23:28.168
12.6,0.0409,0.212,0.2814,0.9536,18:23:28.397
12.65,0.0488,0.2463,0.2701,0.9714,18:23:28.768
12.7,0.0488,0.2463,0.2596,0.9907,18:23:29.152
12.75,0.0488,0.212,0.2516,0.9955,18:23:29.534
12.8,0.0567,0.1777,0.2403,0.9754,18:23:29.918
12.85,0.0646,0.1091,0.2274,0.9609,18:23:30.287
12.9,0.0646,0.0748,0.2137,0.9407,18:23:30.670
12.95,0.0567,0.0748,0.1976,0.9206,18:23:31.052
13.0,0.0567,0.0405,0.1799,0.9061,18:23:31.222
13.05,0.0567,0.0748,0.1645,0.8859,18:23:31.604
13.1,0.0567,0.1434,0.1516,0.8706,18:23:31.987
13.15,0.0567,0.1434,0.1388,0.8505,18:23:32.359
13.2,0.0567,0.1434,0.1291,0.8336,18:23:32.732
13.25,0.0567,0.1777,0.121,0.8158,18:23:33.116
13.3,0.0567,0.1434,0.1138,0.7957,18:23:33.486
13.35,0.0488,0.1091,0.1073,0.7804,18:23:33.869
13.4,0.0488,0.1434,0.1009,0.761,18:23:34.251
13.45,0.0567,0.1091,0.0936,0.7457,18:23:34.421
13.5,0.0567,0.1091,0.088,0.7256,18:23:34.803
13.55,0.0409,0.1091,0.0848,0.7111,18:23:35.177
13.6,0.0409,0.1434,0.0799,0.6909,18:23:35.545
13.65,0.0409,0.1091,0.0767,0.6756,18:23:35.929
13.7,0.033,0.1434,0.0735,0.6555,18:23:36.298
13.75,0.033,0.1434,0.0686,0.6385,18:23:36.679
13.8,0.0488,0.1434,0.063,0.6208,18:23:37.047
13.85,0.0488,0.1434,0.0598,0.6031,18:23:37.418
13.9,0.0409,0.1434,0.0566,0.5862,18:23:37.789
13.95,0.0488,0.1777,0.0533,0.5684,18:23:38.171
14.0,0.0488,0.212,0.0525,0.5507,18:23:38.340
14.05,0.0409,0.2463,0.0501,0.5305,18:23:38.727
14.1,0.0488,0.1777,0.0469,0.516,18:23:39.110
14.15,0.0567,0.1777,0.0429,0.4959,18:23:39.480
14.2,0.0567,0.1091,0.0404,0.4806,18:23:39.863
14.25,0.0488,0.0748,0.0364,0.4604,18:23:40.249
14.3,0.0567,0.0405,0.034,0.4459,18:23:40.477
14.35,0.0567,0.0748,0.0324,0.4258,18:23:40.846
14.4,0.0567,0.0748,0.03,0.4105,18:23:41.228
14.45,0.0488,0.1091,0.0275,0.3911,18:23:41.611
14.5,0.0567,0.1091,0.0259,0.3758,18:23:41.995
14.55,0.0488,0.1091,0.0235,0.3557,18:23:42.380
14.6,0.0409,0.1091,0.0203,0.3379,18:23:42.764
14.65,0.0409,0.1091,0.0187,0.321,18:23:42.948
14.7,0.0488,0.1434,0.0147,0.3033,18:23:43.318
14.75,0.0488,0.1091,0.0122,0.2856,18:23:43.702
14.8,0.0488,0.1434,0.0098,0.2686,18:23:44.101
14.85,0.0567,0.1434,0.0082,0.2509,18:23:44.345
14.9,0.0567,0.1434,0.0058,0.2356,18:23:44.715
14.95,0.0488,0.0748,0.0058,0.2155,18:23:45.085
15.0,0.033,0.1091,0.0042,0.201,18:23:45.488
15.05,0.033,0.0748,0.0026,0.1808,18:23:45.887
15.1,0.0251,0.1091,0.001,0.1631,18:23:46.285
15.15,0.0172,0.1091,-0.0007,0.1462,18:23:46.471
15.2,0.0251,0.1434,-0.0031,0.126,18:23:46.869
15.25,0.033,0.1434,-0.0047,0.1107,18:23:47.240
15.3,0.033,0.1434,-0.0071,0.0905,18:23:47.624
15.35,0.0251,0.1091,-0.0103,0.076,18:23:48.004
15.4,0.0251,0.1091,-0.0144,0.0559,18:23:48.390
15.45,0.0172,0.1091,-0.02,0.0382,18:23:48.774
15.5,0.0172,0.1434,-0.0289,0.0204,18:23:48.958
15.55,0.0251,0.1434,-0.0393,0.0011,18:23:49.344
15.6,0.033,0.1777,-0.053,-0.0142,18:23:49.743
15.65,0.033,0.212,-0.0724,-0.0344,18:23:50.143
15.7,0.033,0.212,-0.0974,-0.0489,18:23:50.388
15.75,0.033,0.1777,-0.1336,-0.069,18:23:50.756
15.8,0.0251,0.1777,-0.1844,-0.0892,18:23:51.142
15.85,0.033,0.1091,-0.2505,-0.1045,18:23:51.525
15.9,0.033,0.0405,-0.3351,-0.1246,18:23:51.913
15.95,0.033,0.0062,-0.4407,-0.1391,18:23:52.297
16.0,0.0409,0.0062,-0.5736,-0.1593,18:23:52.681
16.05,0.0409,0.0062,-0.73,-0.1794,18:23:53.050
16.1,0.0251,0.0405,-0.9048,-0.1939,18:23:53.235
16.15,0.0251,0.0748,-1.099,-0.2141,18:23:53.620
16.2,0.0251,0.1091,-1.3029,-0.2294,18:23:54.004
16.25,0.0093,0.1434,-1.5125,-0.2495,18:23:54.403
16.3,0.0014,0.1434,-1.7147,-0.264,18:23:54.817
16.35,0.0093,0.1091,-1.9275,-0.2842,18:23:55.202
16.4,0.0014,0.1091,-2.1555,-0.3019,18:23:55.402
16.45,-0.0223,0.0405,-2.3779,-0.3196,18:23:55.817
16.5,-0.0144,0.0405,-2.5891,-0.339,18:23:56.215
16.55,-0.0144,0.0062,-2.7849,-0.3543,18:23:56.616
16.6,-0.0144,0.0405,-2.9896,-0.3744,18:23:56.815
16.65,-0.0144,0.0062,-3.158,-0.3914,18:23:57.228
16.7,0.0014,0.0748,-3.1338,-0.3889,18:23:57.628
16.75,0.0014,0.0405,-2.9348,-0.3688,18:23:58.014
16.8,0.0014,0.0748,-2.6664,-0.3543,18:23:58.396
16.85,0.0014,0.0748,-2.2998,-0.3341,18:23:58.797
16.9,0.0014,0.1091,-1.8775,-0.3188,18:23:58.998
16.95,0.0014,0.1091,-1.5842,-0.2987,18:23:59.385
17.0,-0.0065,0.1091,-1.4053,-0.2842,18:23:59.784
17.05,-0.0065,0.1091,-1.2514,-0.264,18:24:00.200
17.1,0.0014,0.1091,-1.1071,-0.2439,18:24:00.431
17.15,0.0093,0.1091,-0.9701,-0.2294,18:24:00.846
17.2,0.0014,0.1091,-0.8404,-0.2092,18:24:01.259
17.25,0.0093,0.1091,-0.7219,-0.1915,18:24:01.646
17.3,0.0093,0.0748,-0.6188,-0.1738,18:24:02.030
17.35,0.0014,0.0748,-0.539,-0.1536,18:24:02.229
17.4,0.0014,0.0748,-0.4753,-0.1391,18:24:02.615
17.45,0.0172,0.0748,-0.4197,-0.119,18:24:03.030
17.5,0.0172,0.0748,-0.3641,-0.1012,18:24:03.430
17.55,0.0251,0.1091,-0.3077,-0.0843,18:24:03.630
17.6,0.0172,0.0748,-0.2489,-0.0642,18:24:04.000
17.65,0.0172,0.0748,-0.1908,-0.0489,18:24:04.459
17.7,0.0172,0.0748,-0.1441,-0.0287,18:24:04.861
17.75,0.0172,0.0748,-0.107,-0.0118,18:24:05.233
17.8,0.0172,0.0748,-0.0724,0.0059,18:24:05.436
17.85,0.0251,0.0748,-0.0289,0.0261,18:24:05.834
17.9,0.033,0.0748,0.0227,0.0414,18:24:06.217
17.95,0.033,0.1091,0.0848,0.0607,18:24:06.603
18.0,0.0409,0.1091,0.1428,0.076,18:24:06.987
18.05,0.033,0.1091,0.1936,0.0962,18:24:07.356
18.1,0.033,0.1434,0.2234,0.1131,18:24:07.754
18.15,0.0251,0.1434,0.2395,0.1308,18:24:07.953
18.2,0.0251,0.1091,0.2451,0.151,18:24:08.352
18.25,0.0251,0.1091,0.2596,0.1663,18:24:08.737
18.3,0.033,0.1091,0.287,0.1856,18:24:09.121
18.35,0.0409,0.1091,0.341,0.2034,18:24:09.524
18.4,0.0488,0.1434,0.4256,0.2211,18:24:09.693
18.45,0.0488,0.1434,0.5522,0.2412,18:24:10.477
18.5,0.0488,0.1777,0.7133,0.2558,18:24:10.580
18.55,0.0488,0.1777,0.9027,0.2759,18:24:10.890
18.6,0.0409,0.1777,1.1034,0.2912,18:24:11.305
18.65,0.033,0.1091,1.304,0.3114,18:24:11.567
18.7,0.033,0.1091,1.4878,0.3259,18:24:11.948
18.75,0.0251,0.1091,1.6465,0.3436,18:24:12.332
18.8,0.0251,0.1434,1.7795,0.3613,18:24:12.520
18.85,0.033,0.1777,1.881,0.3782,18:24:12.904
18.9,0.0409,0.2463,1.9544,0.396,18:24:13.304
18.95,0.0409,0.212,1.9987,0.4137,18:24:13.686
19.0,0.033,0.212,2.018,0.4306,18:24:14.085
19.05,0.033,0.212,2.0116,0.4459,18:24:14.285
19.1,0.033,0.212,1.9995,0.4661,18:24:14.668
19.15,0.0172,0.1777,1.9544,0.4814,18:24:15.084
19.2,0.0172,0.2463,1.9245,0.5007,18:24:15.468
19.25,0.033,0.2463,1.8963,0.516,18:24:15.731
19.3,0.0409,0.212,1.8593,0.5362,18:24:16.146
19.35,0.0251,0.1777,1.8061,0.5507,18:24:16.545
19.4,0.0409,0.1777,1.7585,0.5708,18:24:16.746
19.45,0.0409,0.1777,1.6667,0.5862,18:24:17.143
19.5,0.0409,0.1434,1.5401,0.6063,18:24:17.528
19.55,0.033,0.1777,1.4064,0.6208,18:24:17.696
19.6,0.0488,0.1777,1.2637,0.641,18:24:18.509
19.65,0.0409,0.1777,1.1235,0.6563,18:24:18.628
19.7,0.0409,0.1434,0.9938,0.6756,18:24:18.958
19.75,0.0409,0.1434,0.8866,0.6933,18:24:19.373
19.8,0.0488,0.1091,0.7931,0.7111,18:24:19.555
19.85,0.0488,0.1091,0.7158,0.7312,18:24:19.955
19.9,0.0567,0.1091,0.6505,0.7457,18:24:20.384
19.95,0.0646,0.1091,0.5941,0.7659,18:24:20.768
20.0,0.0646,0.1091,0.5465,0.7812,18:24:21.012
20.05,0.0567,0.1091,0.5046,0.8013,18:24:21.408
20.1,0.0567,0.0405,0.4635,0.8182,18:24:21.811
20.15,0.0488,0.0405,0.4264,0.836,18:24:22.071
20.2,0.0488,0.0748,0.3942,0.8561,18:24:22.440
20.25,0.0409,0.1091,0.3652,0.8706,18:24:22.855
20.3,0.0409,0.1091,0.337,0.8908,18:24:23.252
20.35,0.033,0.212,0.316,0.9085,18:24:23.652
20.4,0.0409,0.2463,0.2975,0.9262,18:24:23.819
20.45,0.033,0.212,0.2822,0.9464,18:24:24.233
20.5,0.033,0.1777,0.2709,0.9609,18:24:24.633
20.55,0.0409,0.1777,0.2629,0.981,18:24:25.033
20.6,0.0488,0.1434,0.2548,0.9963,18:24:25.415
20.65,0.0488,0.1434,0.2451,0.9859,18:24:25.615
20.7,0.0488,0.1777,0.233,0.9657,18:24:26.000
20.75,0.0488,0.1777,0.2185,0.9504,18:24:26.384
20.8,0.0409,0.1777,0.2008,0.9311,18:24:26.769
20.85,0.033,0.1777,0.1839,0.9158,18:24:27.184
20.9,0.033,0.1777,0.1694,0.8956,18:24:27.555
20.95,0.0409,0.1434,0.1573,0.8779,18:24:27.952
21.0,0.0409,0.1777,0.146,0.861,18:24:28.134
21.05,0.0488,0.212,0.1379,0.8408,18:24:28.519
21.1,0.0567,0.1777,0.1283,0.8255,18:24:28.921
21.15,0.0488,0.1777,0.1194,0.8062,18:24:29.307
21.2,0.0409,0.212,0.1114,0.7908,18:24:29.690
21.25,0.0488,0.1091,0.1041,0.7707,18:24:30.104
21.3,0.0488,0.1091,0.0977,0.753,18:24:30.307
21.35,0.0409,0.1434,0.0928,0.736,18:24:30.703
21.4,0.0409,0.1434,0.0872,0.7183,18:24:31.102
21.45,0.0488,0.1434,0.0815,0.7006,18:24:31.488
21.5,0.0488,0.212,0.0775,0.6804,18:24:31.685
21.55,0.0488,0.212,0.0735,0.6659,18:24:32.099
21.6,0.0409,0.2463,0.0695,0.6458,18:24:32.484
21.65,0.0409,0.212,0.0662,0.6305,18:24:32.897
